dataset,battery_id,cycle_idx,fusion_0,fusion_1,fusion_2,fusion_3,fusion_4,fusion_5,fusion_6,fusion_7,fusion_8,fusion_9,fusion_10,fusion_11,fusion_12,fusion_13,fusion_14,fusion_15
NASA,B0005,14,1.1121011,0.46224967,1.6352701,0.81352043,0.9171358,0.53650737,0.861103,0.83466685,1.0987202,0.20877907,0.66519237,5.1695127,1.1428597,1.0832769,0.36974406,1.1412047
NASA,B0005,15,1.1805502,0.3095669,1.0288606,0.53117526,0.8751256,0.3618001,0.81862015,0.5202877,1.022654,0.110964626,0.49501702,5.0705156,1.1036842,0.70583206,0.36195275,1.108804
NASA,B0005,16,1.1049032,0.40477994,1.0690768,0.6705816,0.83550334,0.48578998,0.7795007,0.58681834,0.9856022,0.16932473,0.6165134,5.05585,1.061198,0.79132354,0.3384493,1.0547872
NASA,B0005,17,1.0206778,0.46353003,1.5797063,0.81319726,0.8439531,0.5396181,0.79413867,0.80637395,0.98819023,0.17358589,0.68408495,5.298412,1.0412782,1.0464514,0.34961808,1.0178777
NASA,B0005,18,1.0497714,0.47260138,1.5698661,0.82898057,0.8946065,0.5581745,0.84695005,0.8004317,1.0506518,0.23502406,0.4960265,5.1906548,1.1065822,1.0610559,0.37391895,1.0268302
NASA,B0005,19,0.9824472,0.4369086,1.6228863,0.8040676,0.86166936,0.5152941,0.8171334,0.78626627,1.0135107,0.23220772,0.5161204,5.1567507,1.0693064,1.0490209,0.35497552,0.96911067
NASA,B0005,20,1.1233526,0.45911744,1.3989594,0.77879405,0.88603455,0.53285056,0.8168194,0.7860021,1.0386983,0.14833984,0.6931641,5.2915344,1.1111541,0.9882515,0.33338094,1.1381307
NASA,B0005,21,0.9408976,0.39136449,1.303081,0.7128825,0.8233269,0.47819915,0.7667587,0.70283014,0.96507514,0.20158705,0.4795436,4.9995594,1.0401486,0.9033798,0.3306353,0.92462015
NASA,B0005,22,1.0735228,0.29973042,1.0283319,0.5492618,0.85808104,0.36187217,0.8031795,0.5127075,0.9939098,0.111817285,0.653328,5.0241218,1.0811449,0.70491356,0.32284573,1.012241
NASA,B0005,23,1.142461,0.40538937,1.6069398,0.73780936,0.8679569,0.4590469,0.82065535,0.8031689,1.0181078,0.06199416,0.54693437,5.5589466,1.0687011,1.0298893,0.36696327,1.1060654
NASA,B0005,24,1.0482717,0.42909074,1.3143387,0.73517454,0.8517134,0.5065807,0.7883949,0.7045668,0.9749312,0.15471603,0.40138397,5.1813245,1.0537306,0.91946334,0.32209224,0.99439013
NASA,B0005,25,0.9082314,0.4554107,1.32367,0.7994132,0.78354764,0.55848485,0.73251265,0.7159422,0.9092216,0.21788837,0.6559696,4.9939556,0.9782962,0.957896,0.30669892,0.8820996
NASA,B0005,26,1.0612197,0.33288136,1.0571718,0.58883625,0.79035324,0.39564103,0.72684556,0.5528886,0.9185033,0.08465335,0.6117545,5.1752043,0.991569,0.7325988,0.32379338,1.026845
NASA,B0005,27,1.0860367,0.4066944,1.5670685,0.76119363,0.8925108,0.48509315,0.84052575,0.7696573,1.0502206,0.14558129,0.7235601,5.2874017,1.1086179,1.0224813,0.36508283,1.0603523
NASA,B0005,28,0.8909577,0.46959183,1.2931803,0.80721074,0.80157334,0.5788254,0.75206774,0.68806535,0.9390223,0.27008367,0.5346296,4.882071,1.0046628,0.93310064,0.31092766,0.87631065
NASA,B0005,29,1.0798059,0.38777035,0.994122,0.6433212,0.804964,0.4724831,0.75140166,0.55919284,0.9493606,0.14856644,0.48786303,5.0845966,1.0211872,0.7565111,0.32917428,1.0243143
NASA,B0005,30,1.0050377,0.48823398,1.5304528,0.8295297,0.83916575,0.5663706,0.7894504,0.80173373,0.99388605,0.21637006,0.47119507,5.2360973,1.0443933,1.04517,0.3497539,1.0163976
NASA,B0005,31,0.99511933,0.38315323,1.1281688,0.66877824,0.8106613,0.46997058,0.74440837,0.5991995,0.9354257,0.13232441,0.61725754,5.1779923,1.01637,0.80943686,0.30519208,0.9433683
NASA,B0005,32,1.0243425,0.43492588,1.0766524,0.7305499,0.7965625,0.5396354,0.739365,0.5849309,0.9215901,0.14217213,0.4223241,5.193124,0.99705553,0.8160899,0.30832678,0.97408456
NASA,B0005,33,1.05168,0.312173,0.9344265,0.55204713,0.77970386,0.39253646,0.7213063,0.46855596,0.9085816,0.099086545,0.5546736,5.0660768,0.9927856,0.66383064,0.29520428,1.0032219
NASA,B0005,34,1.1269193,0.33021468,1.0251862,0.5464917,0.8201342,0.38229647,0.7736264,0.48153356,0.9692821,0.1137509,0.59393525,5.125366,1.0408612,0.67775226,0.3299271,1.055633
NASA,B0005,35,0.97405225,0.33892274,0.8571685,0.5496117,0.7600972,0.39897302,0.70211273,0.45129257,0.8868561,0.14654708,0.4716932,4.912513,0.9563964,0.6169678,0.30166146,0.9302565
NASA,B0005,36,0.9196507,0.3324708,0.8332647,0.5384613,0.6892185,0.4034326,0.63474786,0.46671292,0.81709594,0.124851696,0.53508943,4.9733486,0.8753426,0.62912184,0.2794491,0.9114892
NASA,B0005,37,0.93989474,0.3701756,0.8676684,0.592145,0.6839553,0.45162904,0.6300551,0.4726964,0.8006094,0.11707418,0.56320506,4.9654703,0.8715059,0.654785,0.27741307,0.9006107
NASA,B0005,38,1.0970706,0.40192357,1.0544612,0.67247164,0.8116144,0.50218093,0.7629718,0.5538986,0.95271605,0.13213174,0.575061,5.162586,1.0133629,0.76005113,0.33169165,1.0354842
NASA,B0005,39,1.0555111,0.26423407,0.76164854,0.50391984,0.7697103,0.35487655,0.7196231,0.37515244,0.90567887,0.05097134,0.5190644,5.1545935,0.97083753,0.56216955,0.32443523,0.9853807
NASA,B0005,40,1.0860868,0.4462019,1.094325,0.71577775,0.8213356,0.541268,0.77524346,0.5969209,0.96202207,0.17494579,0.33333433,5.0515003,1.0316736,0.80172104,0.32940772,1.0241228
NASA,B0005,41,0.9345568,0.39491254,0.8603977,0.6351397,0.6911768,0.49743012,0.6374796,0.5336088,0.8067926,0.1064396,0.46473983,5.041846,0.8716073,0.71338224,0.27768692,0.89806557
NASA,B0005,42,0.96331245,0.41021717,0.9663639,0.69003135,0.7095029,0.5226772,0.6606518,0.53063965,0.82897097,0.069584996,0.5404691,4.9846845,0.89333457,0.72678703,0.28485852,0.9290857
NASA,B0005,43,1.2183151,0.47843772,1.3484595,0.7876508,0.898758,0.5687582,0.84973913,0.72167015,1.0450534,0.060367264,0.6130215,5.4603205,1.1080284,0.9514715,0.38369125,1.1226976
NASA,B0005,44,1.1214814,0.54116225,1.2618257,0.8705625,0.82502747,0.6712508,0.7705672,0.72719467,0.96170425,0.14029884,0.56594884,5.138522,1.033712,0.9815775,0.34524497,1.0628325
NASA,B0005,45,1.0956478,0.5663912,1.2362828,0.9168529,0.7922208,0.7123332,0.735179,0.7515062,0.9222174,0.16136606,0.569319,5.130201,1.00336,1.0014968,0.3177864,1.0269895
NASA,B0005,46,1.0706445,0.5393361,1.128349,0.8641545,0.75942254,0.671621,0.709119,0.6843776,0.89191645,0.11225335,0.5444985,5.2251725,0.9674167,0.92860293,0.31791595,0.9977475
NASA,B0005,47,1.0997313,0.52361387,1.085692,0.83874667,0.7856446,0.6664636,0.73554504,0.6752796,0.92715544,0.11090545,0.36762854,5.139867,0.998154,0.9058947,0.3222123,1.0331594
NASA,B0005,48,1.0860592,0.56620985,1.3711336,0.94326586,0.84497434,0.69679564,0.79308015,0.7587126,0.9927978,0.19742653,0.62293005,5.277771,1.0606906,1.0337551,0.3262578,1.0268812
NASA,B0005,49,1.0655911,0.41244587,1.1010022,0.7087455,0.7832281,0.50959563,0.72655225,0.58935064,0.9242876,0.1438065,0.5969655,5.1707826,0.99697375,0.81201726,0.29924774,1.0328361
NASA,B0005,50,1.0336487,0.434358,1.0316337,0.70500916,0.74797225,0.53946805,0.6925998,0.59098196,0.86722016,0.098277256,0.36306664,5.2154903,0.9407685,0.79539704,0.28230256,0.96910113
NASA,B0005,51,1.0223521,0.32139024,0.8593565,0.582262,0.75701576,0.43083465,0.70312726,0.46167263,0.88360465,0.093528576,0.5396585,4.9590487,0.9566531,0.6429584,0.29708046,0.9962638
NASA,B0005,52,1.0702937,0.45655832,1.0716358,0.75277555,0.7606675,0.57766855,0.7102956,0.64776224,0.8962613,0.103539735,0.56047857,5.1393785,0.97183836,0.8495025,0.31353286,1.0180504
NASA,B0005,53,0.9963565,0.46323192,1.0089695,0.7405576,0.7367616,0.57819957,0.6781824,0.59701616,0.87099326,0.12249612,0.55656904,4.9279304,0.9380949,0.80159754,0.29775345,0.98852587
NASA,B0005,54,1.0057504,0.5520535,1.1434331,0.87616354,0.73846686,0.6991621,0.68539894,0.7061583,0.87282884,0.16535921,0.55015224,5.0335164,0.94374245,0.9406348,0.30220404,0.98324007
NASA,B0005,55,1.1058495,0.56639606,1.2428758,0.8994442,0.8053839,0.7017469,0.7461412,0.7463788,0.9377675,0.16282994,0.52981865,5.036482,1.0227757,0.97484964,0.3293407,1.0458173
NASA,B0005,56,1.0779538,0.3339163,0.8407034,0.6489681,0.76963866,0.4830144,0.72087395,0.4903341,0.9055615,0.02804681,0.46597221,5.1439233,0.97701865,0.7073122,0.32139817,1.0151055
NASA,B0005,57,1.0785668,0.44430035,0.9654751,0.7685452,0.76579356,0.5944281,0.7144976,0.59607786,0.9030816,0.02697725,0.5364045,5.119088,0.9794027,0.82884043,0.3173099,1.0123506
NASA,B0005,58,1.076852,0.53682214,1.1421119,0.8894689,0.7646553,0.7079926,0.71492004,0.7119094,0.90528715,0.09600559,0.45505923,5.1174965,0.97955704,0.96761155,0.31432343,1.0104527
NASA,B0005,59,1.0708351,0.5132576,1.0759121,0.8511426,0.7604759,0.6614349,0.71095294,0.67109865,0.89558464,0.071749955,0.55337,5.2945514,0.9687677,0.922821,0.3152548,1.0146252
NASA,B0005,60,1.0915087,0.49704003,1.0915096,0.80438566,0.78104377,0.6286164,0.73157287,0.65360296,0.91866875,0.1541693,0.5490603,5.027295,0.9937732,0.8814168,0.32428166,1.0289302
NASA,B0005,61,1.111498,0.6302621,1.4196167,1.0125569,0.7928462,0.75862914,0.74461466,0.83300215,0.9284323,0.12805265,0.5973677,5.3311796,0.9924019,1.1177413,0.32449234,1.017656
NASA,B0005,62,0.9597409,0.6164347,1.2724987,1.0363624,0.672341,0.81804186,0.6263512,0.83379865,0.7939655,0.082445,0.54945076,5.5050855,0.8568491,1.1332595,0.28462195,0.90403306
NASA,B0005,63,1.0777194,0.49198386,1.1554,0.8362492,0.7690787,0.63551664,0.7189492,0.69843966,0.9039891,0.052489206,0.5793487,5.135243,0.9714857,0.9306089,0.32194504,1.007729
NASA,B0005,64,1.0280216,0.50481695,1.2377117,0.9319914,0.71076417,0.6777643,0.66555244,0.726502,0.84065187,0.03974246,0.3777573,5.588488,0.9036906,1.0222858,0.29651123,0.95853645
NASA,B0005,65,1.0104152,0.4002999,1.0046966,0.753473,0.7065129,0.5374842,0.6598355,0.59754324,0.8337735,0.030284714,0.56390226,5.411759,0.900946,0.8302733,0.29399958,0.9420462
NASA,B0005,66,1.0501437,0.5851019,1.2575543,0.93956846,0.7417016,0.7380475,0.6885822,0.7177916,0.87037677,0.13715291,0.3870585,5.1763706,0.9402831,0.99683195,0.31054497,0.99547315
NASA,B0005,67,0.9564639,0.5543729,1.1962225,0.91681504,0.67523575,0.7088268,0.62350935,0.75222594,0.7890384,0.079751626,0.5888483,5.4856625,0.85083604,1.0133802,0.2867304,0.9027789
NASA,B0005,68,0.9908325,0.48572922,1.1038836,0.819561,0.7016189,0.63690233,0.65288687,0.691876,0.8297372,0.07464869,0.5622709,5.3139467,0.8895361,0.9249006,0.2980343,0.93071806
NASA,B0005,69,0.9866864,0.63013124,1.3506553,1.0578241,0.69772375,0.8101685,0.6514813,0.8446619,0.8220724,0.09365569,0.546874,5.5497484,0.8821844,1.1391689,0.2941697,0.92007494
NASA,B0005,70,1.0281559,0.6894554,1.5111749,1.1308631,0.7306154,0.86511534,0.68116575,0.89618146,0.85265124,0.17287341,0.41006294,5.422958,0.91782135,1.214248,0.30288503,0.9548863
NASA,B0005,71,1.0122576,0.63828087,1.3762991,1.1036308,0.7204829,0.845261,0.6724384,0.877751,0.8451442,0.09456623,0.3582254,5.3715835,0.90891814,1.1709828,0.30360326,0.9447248
NASA,B0005,72,0.86346513,0.8045733,1.6160549,1.2743721,0.6010691,1.0058346,0.55726457,1.0127404,0.7067482,0.16993147,0.49886087,5.5236254,0.76515955,1.3485676,0.257248,0.8175318
NASA,B0005,73,0.94182044,0.46778247,1.1300825,0.86415976,0.6563979,0.63675684,0.6096391,0.6838332,0.77479815,0.058090996,0.54902554,5.420543,0.8386681,0.94029117,0.27698752,0.8815448
NASA,B0005,74,0.96662366,0.7215111,1.5105646,1.165398,0.6789374,0.91534925,0.63104445,0.95314676,0.80067956,0.15836003,0.46257225,5.3764253,0.86605257,1.2598552,0.28933558,0.9055847
NASA,B0005,75,0.8432201,0.8170171,1.700489,1.3499118,0.5784903,1.0375019,0.53881973,1.0667269,0.68647164,0.13554606,0.5742263,5.651145,0.74843687,1.4414061,0.24777752,0.7983311
NASA,B0005,76,0.9082753,0.69270766,1.546943,1.2049837,0.63825214,0.9213836,0.59423286,0.9657631,0.75069827,0.05442377,0.5137771,5.5253906,0.8061747,1.3247006,0.2698206,0.85220915
NASA,B0005,77,0.892432,0.55421346,1.1656133,0.91557634,0.62156695,0.704819,0.57749045,0.7354989,0.73564255,0.07438299,0.54607743,5.371959,0.79964036,0.98919845,0.26681542,0.84883606
NASA,B0005,78,0.8670361,0.58042943,1.2345004,0.9623336,0.60404396,0.7485907,0.5584741,0.7699887,0.7142315,0.08618974,0.32763585,5.5133014,0.7712114,1.0369159,0.25796342,0.8281166
NASA,B0005,79,0.81205285,1.0024977,1.9945264,1.5993541,0.56374437,1.265441,0.51949716,1.2807919,0.66376543,0.20124573,0.55507356,5.776967,0.71752053,1.7264766,0.2425661,0.77507204
NASA,B0005,80,0.816147,0.991199,1.917683,1.5485895,0.56761926,1.2308961,0.5276959,1.2760255,0.668948,0.25891525,0.56836367,5.8400416,0.7236239,1.6642877,0.24387528,0.7729456
NASA,B0005,81,0.8345043,0.8192751,1.7475759,1.3991264,0.5759977,1.0711021,0.53391623,1.1071926,0.68069845,0.14690797,0.5541991,5.648522,0.73868823,1.5158987,0.2433607,0.79102415
NASA,B0005,82,0.9230954,0.6277096,1.3932347,1.096467,0.6512107,0.8001886,0.6082621,0.8689986,0.76610947,0.1071603,0.57035303,5.5580506,0.82154685,1.1832207,0.27202052,0.8654283
NASA,B0005,83,0.8372217,0.78956485,1.6365738,1.3417255,0.58407724,1.0192151,0.540039,1.0564939,0.6912393,0.1580215,0.27522963,5.5991564,0.7459043,1.4337146,0.25063077,0.80192316
NASA,B0005,84,0.8990907,0.8470077,1.7552505,1.4068041,0.63031,1.0865632,0.5899097,1.1211716,0.7449887,0.07723273,0.5513174,5.520512,0.80660003,1.5054392,0.26201785,0.8405686
NASA,B0005,85,0.8304286,0.71406555,1.6282713,1.2612127,0.57543916,0.9335904,0.53371924,0.99934596,0.6785185,0.09275449,0.573812,5.6145573,0.7383486,1.401202,0.2407015,0.78517413
NASA,B0005,86,0.74724054,0.6445221,1.4276036,1.1573296,0.52284884,0.85224605,0.48139313,0.8748305,0.61117345,0.053725835,0.5138932,5.619791,0.66728073,1.2167695,0.22081219,0.7103972
NASA,B0005,87,0.85403097,0.5616633,1.3729931,1.0989774,0.5955235,0.7919989,0.55160666,0.8261853,0.7025858,0.054055158,0.34476447,5.409343,0.76088214,1.1911821,0.2528231,0.8082886
NASA,B0005,88,0.7476493,1.1244653,2.2177815,1.7436255,0.5174041,1.3723334,0.4780253,1.4226941,0.6100134,0.2964845,0.5730563,5.755002,0.66431016,1.8759813,0.21613753,0.71382487
NASA,B0005,89,0.7119208,1.0277139,1.99772,1.6204779,0.49593857,1.279551,0.4569606,1.3147392,0.5812588,0.19901645,0.5721775,5.884879,0.63616335,1.732243,0.2078591,0.68147516
NASA,B0005,90,0.7562535,1.0191405,2.0339925,1.6224666,0.5226915,1.2823638,0.48216903,1.3168025,0.61226255,0.18479632,0.5509111,5.8292875,0.665259,1.7355874,0.2202542,0.7179454
NASA,B0005,91,0.95802116,0.4938215,1.1145867,0.83032054,0.6772726,0.6371582,0.6311381,0.6603124,0.79929703,0.06784968,0.55629605,5.1938386,0.85997826,0.88895994,0.2854534,0.90086275
NASA,B0005,92,0.988976,0.8127835,1.7427288,1.3646616,0.681079,1.0548751,0.63777184,1.0922769,0.8056349,0.10698813,0.5469729,5.359846,0.87739897,1.4803699,0.28399634,0.9176876
NASA,B0005,93,0.7768107,0.9139574,1.9204297,1.5588403,0.54028934,1.2006271,0.5026918,1.2385598,0.63971406,0.13417153,0.4980286,5.8417597,0.69369674,1.6594163,0.2261507,0.73909974
NASA,B0005,94,0.92387086,0.8816619,1.890894,1.5027156,0.64645797,1.1402079,0.6033744,1.195851,0.7637159,0.18172735,0.54874086,5.594003,0.82186145,1.6246269,0.2726127,0.8664953
NASA,B0005,95,0.8097025,0.66811925,1.4768146,1.1850513,0.5647953,0.8688302,0.52608335,0.91091883,0.6675126,0.06363677,0.5588043,5.6472626,0.72431254,1.2582034,0.23529534,0.76945233
NASA,B0005,96,0.84697783,0.57711756,1.3505365,1.0945145,0.5872441,0.7938748,0.5447838,0.82226366,0.6947622,0.044184245,0.55201167,5.4129357,0.75420046,1.1846257,0.2483222,0.80083036
NASA,B0005,97,0.81937826,0.62406313,1.2749066,1.0372825,0.5725709,0.8049271,0.5293825,0.8243188,0.6740211,0.098146886,0.24418354,5.419066,0.7337345,1.1060477,0.24244873,0.77568525
NASA,B0005,98,0.84061104,0.821046,1.6463957,1.3403352,0.590742,1.0490974,0.5459477,1.0371764,0.68984485,0.24810383,0.5393481,5.3898497,0.7519819,1.3925837,0.25645745,0.8014679
NASA,B0005,99,0.68719316,1.14222,2.3572605,1.8358628,0.47909546,1.4442701,0.43694583,1.4928832,0.5641798,0.25064343,0.38226178,5.7661977,0.6157491,2.0046952,0.20323837,0.6585009
NASA,B0005,100,0.6838599,0.8027466,1.6625262,1.3834172,0.47800896,1.0414847,0.43391937,1.0448747,0.5577182,0.09126843,0.455043,5.7507973,0.6112609,1.4548265,0.20341456,0.65503657
NASA,B0005,101,0.7043606,0.95110595,2.0491793,1.6385107,0.49399182,1.233989,0.4542804,1.24592,0.5780155,0.14321703,0.58540916,5.7616034,0.6325397,1.7668747,0.2070468,0.6705971
NASA,B0005,102,0.70674837,0.9984624,1.9558712,1.5910578,0.49152166,1.2389264,0.45234057,1.2829292,0.5771689,0.2378619,0.34541443,5.8894935,0.6344469,1.6879963,0.20444636,0.6705868
NASA,B0005,103,0.85448563,0.82747924,1.7335291,1.4341055,0.59809685,1.0983368,0.5542478,1.1387993,0.70304626,0.14252953,0.5472866,5.495851,0.76399153,1.5615005,0.25014427,0.8054183
NASA,B0005,104,0.802057,1.0855213,2.2012055,1.7815815,0.55667895,1.4071115,0.516607,1.432807,0.655477,0.123154126,0.5737912,5.6411633,0.7169194,1.9127073,0.23652324,0.76687616
NASA,B0005,105,0.8396456,0.7851734,1.7642372,1.3478352,0.5822585,1.0476518,0.5407069,1.0918183,0.68902,0.15184073,0.5468457,5.2971087,0.7460646,1.4856522,0.24665995,0.79413676
NASA,B0005,106,0.7444024,0.85247934,1.8074073,1.4007301,0.5137274,1.067733,0.4770983,1.0676613,0.60770845,0.19978727,0.37453064,5.626478,0.67304116,1.4782872,0.21920039,0.7091356
NASA,B0005,107,0.7741136,0.81767166,1.803688,1.4019258,0.5433046,1.0469275,0.502881,1.0050521,0.63620985,0.122509584,0.5629594,5.3941636,0.6941692,1.4572049,0.22816081,0.73001695
NASA,B0005,108,0.68981534,0.9987872,2.0007553,1.6214437,0.48052308,1.2522658,0.44267395,1.315822,0.56629544,0.21431962,0.36362338,5.862706,0.61586833,1.7372527,0.20093845,0.6605993
NASA,B0005,109,0.8284667,1.0779374,2.1198928,1.7287111,0.58112425,1.3703766,0.53957194,1.3743211,0.6836506,0.25162274,0.5473522,5.5495176,0.74354094,1.8505723,0.24308771,0.7777666
NASA,B0005,110,0.79907453,0.853004,1.729927,1.4435508,0.5574167,1.100574,0.5210038,1.1157664,0.66175705,0.15947062,0.5505035,5.5630426,0.7215878,1.5387623,0.23585866,0.75494415
NASA,B0005,111,0.6298386,0.9765486,1.9991285,1.5890371,0.43607762,1.2335371,0.3987519,1.2336618,0.51245314,0.21259478,0.28595617,5.703201,0.5668544,1.6614746,0.18957365,0.6056456
NASA,B0005,112,0.64356935,0.983454,2.0794797,1.6236641,0.4471814,1.2372259,0.40754703,1.2910702,0.5241912,0.22593537,0.47376865,5.7580247,0.5774605,1.702713,0.19233069,0.61726534
NASA,B0005,113,0.78408164,0.89853317,1.9184113,1.5130303,0.5475133,1.1608229,0.5085533,1.1607447,0.6473432,0.1791742,0.55861956,5.3470845,0.7037635,1.5932449,0.2280019,0.7416906
NASA,B0005,114,0.69084215,0.93362284,1.940045,1.5650139,0.48365578,1.2047715,0.4439527,1.2460154,0.56478083,0.18888189,0.41558868,5.7331824,0.61846274,1.6828984,0.20091347,0.6597216
NASA,B0005,115,0.6689729,0.97742575,2.0445397,1.6737655,0.46536925,1.2837578,0.4301007,1.3422418,0.5484245,0.13630366,0.55153334,5.7012196,0.6063701,1.807633,0.19891956,0.63534117
NASA,B0005,116,0.7066843,0.98774016,2.0486906,1.6249347,0.49534133,1.2494758,0.4555295,1.2139635,0.5819679,0.23835514,0.431218,5.4092145,0.6377602,1.6708481,0.20857933,0.6667737
NASA,B0005,117,0.7096989,1.1495131,2.3771381,1.9058425,0.49517566,1.4725287,0.45443505,1.4633136,0.58013636,0.14085102,0.55145323,5.6755967,0.63712066,2.0084298,0.2134609,0.6733545
NASA,B0005,118,0.7795855,0.9904147,1.949725,1.6411111,0.5453063,1.2966937,0.50564677,1.3037595,0.64226687,0.15801784,0.42720377,5.461571,0.7064199,1.7739352,0.23446178,0.7365947
NASA,B0005,119,0.6714284,1.0658317,2.1567001,1.783146,0.46758512,1.385235,0.43135217,1.4248928,0.5502349,0.18471216,0.39997458,5.7606983,0.6083823,1.9460242,0.19934748,0.6360459
NASA,B0005,120,0.77410144,0.7112106,1.4517295,1.1814427,0.53955305,0.9126968,0.50196785,0.91108733,0.6392634,0.06065469,0.3762305,5.423024,0.6963618,1.2256573,0.22973007,0.73585546
NASA,B0005,121,0.7962712,0.9002323,1.8871341,1.5009015,0.5566095,1.154395,0.5148565,1.1788452,0.65645903,0.22650272,0.5354988,5.5027947,0.716817,1.6151223,0.23407957,0.7537911
NASA,B0005,122,0.6513516,0.9314062,1.8610187,1.581967,0.45306388,1.2093815,0.41597602,1.2237521,0.5348817,0.10381051,0.55343133,5.7482624,0.5885736,1.6817999,0.19419138,0.6231368
NASA,B0005,123,0.6296292,1.0227606,2.0176215,1.6773208,0.43799946,1.2872697,0.39945182,1.324435,0.5148104,0.22015607,0.3920377,5.991632,0.5677819,1.77465,0.18596888,0.6040492
NASA,B0005,124,0.6551641,0.91409326,1.9336853,1.5538878,0.4570717,1.1924503,0.41525945,1.2137474,0.53505033,0.15501107,0.55138683,5.5574913,0.59293336,1.6213553,0.19794995,0.6275171
NASA,B0005,125,0.7106302,1.2219782,2.4924047,2.026404,0.49577504,1.5810581,0.4557883,1.6359215,0.5809684,0.18280338,0.5490526,5.927356,0.6394669,2.1957214,0.20758672,0.6703382
NASA,B0005,126,0.6876788,1.0764192,2.2437959,1.7754191,0.48161617,1.3685936,0.44083464,1.3886399,0.56489897,0.22637229,0.42323574,5.5814,0.6207115,1.8934613,0.2027429,0.65145385
NASA,B0005,127,0.7075102,1.0545185,2.14075,1.7525464,0.49586484,1.3547957,0.45541564,1.3528312,0.582575,0.22890568,0.5493156,5.757112,0.64097726,1.8624381,0.2135735,0.66991687
NASA,B0005,128,0.6771213,1.0049309,2.164226,1.6827489,0.47399566,1.2682338,0.43426245,1.2824581,0.5568274,0.14754644,0.5801673,5.593127,0.61390126,1.800318,0.20350985,0.6414328
NASA,B0005,129,0.6404564,0.9882482,2.2232206,1.664177,0.44741294,1.251839,0.4010879,1.3228012,0.5139368,0.14379318,0.5987217,5.480831,0.5709584,1.8341897,0.18968058,0.6133973
NASA,B0005,130,0.70151365,0.9868402,2.0646148,1.6588798,0.49227184,1.2789007,0.45067346,1.260968,0.5755872,0.13419694,0.5534902,5.27179,0.63496363,1.7409279,0.21418482,0.6628606
NASA,B0005,131,0.7643944,1.0238653,2.0453546,1.7188745,0.53815764,1.33082,0.5007236,1.335306,0.63324773,0.18199591,0.53501654,5.605771,0.69288576,1.810883,0.22831418,0.7201127
