dataset,battery_id,cycle_idx,fusion_0,fusion_1,fusion_2,fusion_3,fusion_4,fusion_5,fusion_6,fusion_7,fusion_8,fusion_9,fusion_10,fusion_11,fusion_12,fusion_13,fusion_14,fusion_15
NASA,B0006,17,0.22338957,0.5864978,0.4919934,0.5699208,0.5054765,0.6207253,0.025871696,0.19727014,0.00029651978,0.09273522,0.022047648,0.7565601,0.13667312,0.0016376156,0.17329665,0.1965973
NASA,B0006,18,0.22317158,0.5331581,0.49544552,0.5238617,0.518487,1.0340685,0.05638412,0.57041335,0.020863602,0.577914,0.06841071,1.0800008,0.1582016,0.0041755126,0.17010975,0.19852126
NASA,B0006,19,0.41195735,0.6558813,0.6983548,0.6512179,0.6672189,0.61146414,0.12740073,0.15337826,0.12540667,0.020116702,0.030029219,0.77178,0.24436186,0.0022585145,0.28963006,0.3721596
NASA,B0006,20,0.21634838,0.54428554,0.47410062,0.535006,0.5052961,0.7855224,0.03479402,0.3548269,0.006372595,0.29233125,0.05029481,0.8840901,0.14448062,0.0037341765,0.16811489,0.19127248
NASA,B0006,21,0.23465863,0.55047125,0.5181806,0.53578717,0.55151063,0.9128244,0.042783808,0.45523492,0.010699581,0.4211742,0.060994312,0.99729276,0.16080876,0.0033604568,0.18284483,0.20829663
NASA,B0006,22,0.21306688,0.54572237,0.46674684,0.5364599,0.49457508,0.73199934,0.02967985,0.30881208,0.0036374296,0.23171403,0.045476485,0.8409346,0.13929127,0.003518157,0.16244999,0.18817103
NASA,B0006,23,0.22461358,0.5595,0.49202663,0.5401802,0.5135015,0.6901625,0.022619264,0.26560748,0.0011496507,0.17251977,0.039845716,0.81413466,0.14239758,0.0029246958,0.16727297,0.19834982
NASA,B0006,24,0.23169367,0.60736763,0.508384,0.59532946,0.52145255,0.5957341,0.034010373,0.16522695,0.00035281683,0.05383139,0.01310743,0.73915136,0.13866271,0.0012663043,0.18199356,0.20384371
NASA,B0006,25,0.24077511,0.5673092,0.5290706,0.5435165,0.5505385,0.729131,0.021670153,0.2881984,0.0016495734,0.19806087,0.04419802,0.858699,0.15255633,0.0022963814,0.17717184,0.21190576
NASA,B0006,26,0.40045318,0.5724224,0.6582521,0.56919986,0.62210906,0.6397255,0.1489428,0.22627,0.14422153,0.13149677,0.03944328,0.778161,0.23949535,0.004759718,0.29851407,0.37031266
NASA,B0006,27,0.437344,0.57265955,0.7228409,0.56776285,0.6931503,0.7732248,0.16259624,0.32780948,0.15703271,0.2516909,0.060379945,0.9048824,0.27110425,0.0040128212,0.323552,0.40246496
NASA,B0006,28,0.48764613,0.5542246,0.80303824,0.54380786,0.757563,1.132186,0.22319399,0.6417606,0.19840668,0.6709617,0.09067115,1.1884233,0.31330886,0.005041186,0.36425492,0.45211044
NASA,B0006,29,0.5187246,0.6392754,0.83489394,0.62569344,0.7872728,0.64524955,0.20203821,0.17758651,0.18771864,0.07763449,0.04692921,0.8086032,0.3148778,0.0014862685,0.39156356,0.47584602
NASA,B0006,30,0.42117274,0.5658559,0.70775056,0.5608689,0.6851842,0.9294964,0.17533453,0.46741378,0.16001564,0.43770474,0.070337646,1.0224801,0.26972443,0.004231628,0.3172724,0.38970855
NASA,B0006,31,0.23161358,0.5980762,0.5117424,0.57983,0.5235487,0.6224155,0.028665094,0.1906938,0.00034886855,0.08290509,0.020305013,0.763108,0.14085436,0.0016510001,0.18017347,0.2034489
NASA,B0006,32,0.38064176,0.61991245,0.6760933,0.60700464,0.6562427,0.6152561,0.13073507,0.17159408,0.104908794,0.06263267,0.026958698,0.7728023,0.2275461,0.0019076286,0.2936022,0.34661692
NASA,B0006,33,0.3782012,0.57822686,0.6650374,0.56007504,0.6493879,0.70303434,0.12503535,0.26101166,0.10791073,0.16734786,0.053506643,0.840426,0.2325496,0.002254705,0.27899078,0.34354934
NASA,B0006,34,0.46235266,0.61272985,0.7613073,0.59374666,0.71980387,0.65195394,0.17982662,0.20814818,0.16652504,0.10310504,0.048694257,0.8017925,0.2792245,0.002415225,0.34701997,0.4253416
NASA,B0006,35,0.4790397,0.57829446,0.7729323,0.5688962,0.7343879,0.7835329,0.20123109,0.33101037,0.19053379,0.26136774,0.07235983,0.9110195,0.29681346,0.0035034057,0.35724425,0.44677937
NASA,B0006,36,0.4716715,0.5811961,0.765397,0.56714743,0.72297025,0.7113347,0.19026874,0.2701214,0.18363947,0.18295848,0.06481015,0.8535251,0.2872618,0.0028309622,0.35102326,0.4416673
NASA,B0006,37,0.4225825,0.6063884,0.71578354,0.59135854,0.6773645,0.6113609,0.1694131,0.17906505,0.14098574,0.079345606,0.04020608,0.76279455,0.25497493,0.0019350967,0.32779992,0.38878036
NASA,B0006,38,0.37919658,0.59443235,0.66517985,0.58550894,0.63663733,0.6355316,0.14150956,0.2038854,0.118613146,0.11310801,0.038312543,0.7821039,0.2272328,0.00251876,0.29770204,0.35127446
NASA,B0006,39,0.41181165,0.5766541,0.6976326,0.5641234,0.6681271,0.7043476,0.16327497,0.26715964,0.14464706,0.18915948,0.057242747,0.8420457,0.24734002,0.00224908,0.31766003,0.3795407
NASA,B0006,40,0.400522,0.6062663,0.6955423,0.58838814,0.6630704,0.6074478,0.15718143,0.17262411,0.12898049,0.07738074,0.038642816,0.7567928,0.23183052,0.0016704693,0.31701127,0.37208506
NASA,B0006,41,0.4201558,0.6135479,0.7217874,0.5898307,0.6871186,0.605589,0.16725592,0.17228271,0.14282118,0.07424069,0.039669603,0.75771296,0.24964064,0.0014379317,0.33312175,0.3910772
NASA,B0006,42,0.44279385,0.61406827,0.7371828,0.5881503,0.69876367,0.625209,0.1871662,0.19113971,0.16056675,0.09178533,0.050662845,0.77231836,0.26051763,0.0018094288,0.35203207,0.4110428
NASA,B0006,43,0.5034017,0.6061855,0.7986867,0.58515364,0.74612397,0.65143085,0.22648261,0.22355862,0.2098341,0.1252783,0.060328744,0.8006891,0.30658835,0.0031646322,0.40003577,0.46913293
NASA,B0006,44,0.36208892,0.5921726,0.65725356,0.5658677,0.63170075,0.6572964,0.12178984,0.22271845,0.09956323,0.12994431,0.050932743,0.7969754,0.21170607,0.0015752288,0.27213696,0.33134994
NASA,B0006,45,0.36409843,0.61228037,0.6621149,0.5972361,0.635109,0.62065965,0.13460727,0.18006516,0.09961996,0.08800109,0.03590072,0.76787215,0.20948021,0.0012601151,0.28891858,0.33424965
NASA,B0006,46,0.34697205,0.60817224,0.64937437,0.5917726,0.62537134,0.6306747,0.122628495,0.18770388,0.08981374,0.09883027,0.038447056,0.77603453,0.2010678,0.0010524658,0.28111374,0.31908292
NASA,B0006,47,0.40460762,0.5880591,0.71959215,0.56076914,0.70435613,1.0711002,0.19370097,0.57337224,0.15448523,0.58828276,0.093311556,1.1373317,0.26070997,0.0017027786,0.34181374,0.37383634
NASA,B0006,48,0.44573689,0.5698659,0.75539535,0.543357,0.7316873,1.062871,0.19692591,0.57449776,0.16809075,0.5706499,0.09654297,1.1300775,0.29251805,0.004445469,0.33099118,0.40857017
NASA,B0006,49,0.47679794,0.61245054,0.7602905,0.5986777,0.71301705,0.63128936,0.19919339,0.19198257,0.18512969,0.08569533,0.04799677,0.7825178,0.2855406,0.002875288,0.35777283,0.43924728
NASA,B0006,50,0.34970075,0.5637857,0.6321808,0.55690914,0.6204287,0.75677544,0.13343872,0.31473577,0.105795175,0.2503503,0.058739524,0.88137436,0.21693482,0.002625233,0.27001417,0.32279956
NASA,B0006,51,0.39263022,0.58048284,0.6712296,0.56056404,0.63881874,0.6677111,0.1512858,0.23817056,0.13358349,0.1529221,0.052645937,0.80763173,0.23331834,0.002468296,0.2996931,0.3610612
NASA,B0006,52,0.3581321,0.57335067,0.66140777,0.55579126,0.6524497,0.8070813,0.12690367,0.3525304,0.10433484,0.29909298,0.06992431,0.92550355,0.21912886,0.0016533628,0.2777247,0.33248878
NASA,B0006,53,0.36276788,0.57392794,0.6785077,0.5535988,0.67028403,1.050781,0.15613133,0.56716514,0.11769967,0.57876647,0.087603055,1.122352,0.2300465,0.0021541147,0.2937411,0.33803195
NASA,B0006,54,0.41366827,0.61040294,0.7121358,0.5921201,0.67428666,0.6376179,0.16263051,0.20503494,0.15394765,0.11389299,0.04579277,0.7904833,0.24447994,0.0014389802,0.33996478,0.38971576
NASA,B0006,55,0.31944618,0.5703451,0.6174831,0.5591726,0.604573,0.75751925,0.10097306,0.31048155,0.07218592,0.2500591,0.06259113,0.8862307,0.18475997,0.0013805148,0.2524514,0.29114658
NASA,B0006,56,0.3211986,0.5663887,0.6322362,0.550745,0.6231983,1.0960253,0.13056952,0.60323787,0.09114702,0.63161784,0.08664203,1.1515449,0.20386428,0.002019461,0.25781444,0.29574555
NASA,B0006,57,0.32914302,0.6145166,0.60660744,0.59612715,0.5747966,0.593831,0.12210024,0.17286919,0.096795805,0.08090315,0.03446553,0.74248105,0.18651009,0.0009998905,0.27783248,0.30139565
NASA,B0006,58,0.38238472,0.57172054,0.67343545,0.5507834,0.6489282,1.0435624,0.18303654,0.564798,0.15797514,0.58400995,0.08812272,1.1051468,0.24821824,0.0016118638,0.31866315,0.35881874
NASA,B0006,59,0.32646587,0.56723577,0.6153195,0.54951966,0.60233074,0.94861305,0.12964565,0.49129355,0.112967946,0.48533225,0.08093449,1.0333467,0.21141833,0.0010987094,0.2669766,0.3015272
NASA,B0006,60,0.33104095,0.56645745,0.60526997,0.55730754,0.57844716,0.678191,0.12201326,0.2615794,0.114144154,0.18920816,0.059530348,0.81262773,0.19628565,0.00060240296,0.26684204,0.3073492
NASA,B0006,61,0.32821506,0.5651123,0.6129952,0.53261745,0.5872579,1.0806934,0.14847758,0.61203635,0.13290097,0.641407,0.099177845,1.1372578,0.21585953,0.0014023259,0.27320144,0.3107505
NASA,B0006,62,0.28968298,0.55878973,0.5514232,0.5495967,0.53674597,0.7255691,0.10016361,0.29766816,0.08113293,0.23945054,0.061564527,0.84450155,0.16817582,0.00053731486,0.22399575,0.264734
NASA,B0006,63,0.307891,0.60227704,0.5574365,0.5902624,0.5165272,0.55482167,0.12807609,0.15595293,0.114321664,0.06460597,0.0287447,0.6994677,0.17322645,0.0018895471,0.26269847,0.28543437
NASA,B0006,64,0.28486434,0.5582023,0.5322135,0.54351825,0.5097425,0.7721121,0.113481015,0.34942767,0.111727044,0.3009032,0.07297744,0.87688917,0.17931348,0.00256056,0.22504482,0.2646818
NASA,B0006,65,0.30404717,0.55118334,0.55892754,0.53134847,0.5313659,0.98797995,0.1494714,0.5469947,0.1457139,0.555358,0.09215291,1.0450555,0.20360258,0.0043883286,0.25644496,0.2877624
NASA,B0006,66,0.26986402,0.58445764,0.5058624,0.56770205,0.4774137,0.62321424,0.085862055,0.21335171,0.079616606,0.12922108,0.04528885,0.75236946,0.1562838,0.001329782,0.21601269,0.24132942
NASA,B0006,67,0.25236636,0.56293607,0.48606154,0.5419971,0.4540972,0.6424313,0.08200449,0.24269328,0.08321295,0.16335973,0.054382574,0.76437545,0.150863,0.0033391637,0.197285,0.22936626
NASA,B0006,68,0.248863,0.58778155,0.49074107,0.5670108,0.4541607,0.58797747,0.085709885,0.18387616,0.069784924,0.096628904,0.037558455,0.7149701,0.14654523,0.0061432617,0.20262522,0.22545305
NASA,B0006,69,0.30903944,0.59629047,0.5395694,0.57294726,0.48393592,0.5790673,0.14474139,0.19264235,0.14014798,0.10031584,0.0494466,0.71105266,0.19018725,0.008496376,0.26948014,0.29422328
NASA,B0006,70,0.25354287,0.5572169,0.48975503,0.54045755,0.46260303,0.6242563,0.07764777,0.22259815,0.07213564,0.14000708,0.04601123,0.74245834,0.1501257,0.0053644013,0.1871041,0.22724696
NASA,B0006,71,0.26602387,0.55009615,0.5266933,0.5431247,0.5245779,0.9392276,0.09765414,0.4876943,0.07942989,0.48255065,0.07647062,1.0108608,0.17057426,0.00517976,0.21275508,0.24981204
NASA,B0006,72,0.2329504,0.5783283,0.4662545,0.5721062,0.44665596,0.60964346,0.08935294,0.20265995,0.06433973,0.11530699,0.038194396,0.72749406,0.13626182,0.011150483,0.1925552,0.21558917
NASA,B0006,73,0.31812295,0.55515784,0.5670631,0.53404427,0.5318452,0.92241704,0.15315108,0.4927818,0.16379154,0.48769334,0.092217356,0.9946758,0.21105419,0.0106917545,0.2811,0.30515328
NASA,B0006,74,0.26081327,0.53879875,0.49553826,0.52336216,0.47471008,0.6657994,0.09479461,0.27331793,0.09323044,0.19964813,0.05529418,0.7793412,0.16127084,0.0112320315,0.22357112,0.24438164
NASA,B0006,75,0.22840023,0.5393353,0.45072696,0.53816336,0.43933666,0.76028717,0.08761747,0.3410797,0.07291797,0.28838223,0.06341086,0.8531906,0.14329538,0.008533194,0.18211319,0.20768395
NASA,B0006,76,0.23107737,0.5548658,0.4518535,0.5468391,0.43213072,0.66058886,0.08620849,0.26096237,0.081740305,0.18275915,0.054541565,0.77197814,0.13908,0.010060861,0.19799198,0.21856606
NASA,B0006,77,0.27148724,0.5811306,0.47218212,0.57307565,0.42617175,0.5549866,0.15032957,0.17468336,0.14012976,0.08330126,0.040842686,0.6670492,0.16668896,0.0104424525,0.25712663,0.25917765
NASA,B0006,78,0.24840206,0.5295505,0.5127199,0.5143558,0.49353766,1.15966,0.091002405,0.68063235,0.07242241,0.7390952,0.08391384,1.1800245,0.16709779,0.002927618,0.18172559,0.22748812
NASA,B0006,79,0.21417387,0.5579878,0.43868652,0.5445637,0.41914406,0.6859964,0.07501426,0.27599832,0.05787126,0.19706856,0.05430504,0.78747195,0.12924199,0.009251395,0.16666493,0.19297856
NASA,B0006,80,0.29373142,0.53535223,0.5382629,0.5160149,0.50495774,1.0905951,0.14915144,0.64245,0.14628732,0.6870478,0.09204009,1.1174628,0.205133,0.014316243,0.24382028,0.28157753
NASA,B0006,81,0.2660629,0.55823565,0.49241748,0.54705083,0.47286317,0.79625595,0.10761076,0.37482682,0.11076088,0.32134545,0.077412456,0.89022356,0.17253715,0.012563808,0.22374474,0.24681638
NASA,B0006,82,0.213759,0.5764363,0.43204653,0.5598549,0.41008252,0.6265058,0.06738056,0.22055858,0.052750602,0.13108706,0.04244486,0.73484004,0.13356303,0.018999327,0.1783741,0.19014435
NASA,B0006,83,0.23400627,0.5354573,0.47687078,0.52516985,0.47147426,0.8287694,0.08649312,0.39968425,0.07518611,0.35932213,0.06856102,0.9116129,0.1486581,0.014654216,0.18029119,0.21144982
NASA,B0006,84,0.21664843,0.5369463,0.45339504,0.534119,0.44759586,0.96987075,0.09919188,0.52509904,0.084976256,0.52790684,0.0813033,1.0165567,0.15049478,0.015776353,0.18284206,0.20394303
NASA,B0006,85,0.32099086,0.5688672,0.5324829,0.5654485,0.4861477,0.57931787,0.15915951,0.20841314,0.17092209,0.11509194,0.048395477,0.6966676,0.19752926,0.009699267,0.2997216,0.31373248
NASA,B0006,86,0.22654772,0.5663065,0.43771306,0.5625298,0.41981804,0.6079383,0.080196105,0.21787542,0.08305212,0.12723388,0.044701163,0.72318596,0.14138032,0.013493922,0.19977428,0.20864215
NASA,B0006,87,0.27081615,0.54513323,0.4932024,0.53652763,0.46708184,0.680813,0.10758543,0.28816482,0.117812485,0.21876478,0.05990532,0.79065204,0.17024015,0.01562739,0.24415144,0.26217738
NASA,B0006,88,0.31257126,0.55944204,0.5268906,0.54537654,0.4933918,0.86765337,0.16370276,0.44907287,0.17606384,0.4233678,0.09016479,0.9398999,0.20863105,0.0129164765,0.28629032,0.2979522
NASA,B0006,89,0.26885524,0.56042945,0.46765935,0.5606025,0.43662015,0.62497103,0.12655413,0.23924285,0.13634312,0.14609444,0.050085086,0.7297222,0.16493817,0.009515625,0.24315226,0.24952444
NASA,B0006,90,0.22750698,0.5395499,0.46206447,0.5314799,0.44685328,0.6955355,0.07553886,0.29012716,0.07416503,0.20989102,0.056701075,0.7991841,0.13811783,0.010180086,0.17635481,0.2081108
NASA,B0006,91,0.26330835,0.57853156,0.5012743,0.5557372,0.4702896,0.6372692,0.09975295,0.2358152,0.10189782,0.14660592,0.051012497,0.758698,0.1604386,0.011033768,0.21308169,0.24318461
NASA,B0006,92,0.20794049,0.53735155,0.4545561,0.5223057,0.4488987,0.78514886,0.06860077,0.35655114,0.049348526,0.30440044,0.062488142,0.87768674,0.12920713,0.0067933225,0.15778445,0.1861814
NASA,B0006,93,0.24848133,0.5382677,0.49021462,0.5270666,0.47423503,0.9497868,0.1157855,0.5114252,0.09740793,0.5156327,0.08357878,1.0044272,0.16806978,0.013120927,0.21758468,0.23632292
NASA,B0006,94,0.26984286,0.5411571,0.48834538,0.54776585,0.47009185,0.6955676,0.106153384,0.29842865,0.119544566,0.23450696,0.0628769,0.8052211,0.16594075,0.007738613,0.23103645,0.25721186
NASA,B0006,95,0.2054489,0.5603272,0.40657544,0.55437547,0.39004466,0.63402355,0.078329325,0.23662254,0.07038306,0.14745422,0.048287626,0.740854,0.124595575,0.0063262056,0.16880755,0.18547024
NASA,B0006,96,0.28612584,0.55066514,0.51505023,0.53013766,0.4796673,0.6754684,0.10510382,0.28241727,0.12504484,0.20624085,0.063313276,0.7871139,0.1832109,0.016256696,0.24785943,0.27077228
NASA,B0006,97,0.24434595,0.56512815,0.46890554,0.54089576,0.4372305,0.62604904,0.08962036,0.23208416,0.09000307,0.14152569,0.048567638,0.7382114,0.15181267,0.0125768855,0.21388365,0.22757468
NASA,B0006,98,0.19615032,0.5266513,0.4222745,0.51521856,0.4240054,0.9189568,0.06903708,0.47963303,0.055777382,0.46565092,0.07285148,0.96942484,0.13606529,0.015393529,0.15930696,0.17810892
NASA,B0006,99,0.29687357,0.5630903,0.5188894,0.5325151,0.47987193,0.73021674,0.12496443,0.33094075,0.1376441,0.2660898,0.0774167,0.8362686,0.19713145,0.023915315,0.2714233,0.27976468
NASA,B0006,100,0.2719772,0.5602832,0.48392934,0.54236335,0.45874107,0.76518196,0.121058315,0.35448945,0.120982334,0.29413158,0.07674107,0.8597572,0.17824906,0.01701961,0.2424183,0.25302228
NASA,B0006,101,0.27612722,0.56136465,0.50810885,0.540369,0.4838973,0.9494394,0.1415841,0.5133675,0.14165127,0.50013655,0.09229591,1.0051323,0.19093491,0.01248347,0.2559626,0.26881358
NASA,B0006,102,0.2664673,0.5445245,0.5038421,0.53402305,0.48677957,1.1605929,0.12323853,0.68954474,0.12261219,0.743214,0.09608421,1.1784368,0.18910803,0.014837763,0.24362671,0.25794357
NASA,B0006,103,0.27863085,0.5400107,0.51852703,0.5133925,0.49255332,1.0607489,0.13351128,0.6149582,0.12842023,0.6442383,0.09420145,1.0882671,0.19918735,0.022419088,0.25045282,0.26523286
NASA,B0006,104,0.26497278,0.5430623,0.50422937,0.5259693,0.47618988,0.7868605,0.11015831,0.37515938,0.11497794,0.33299175,0.071431644,0.8823993,0.172876,0.014513863,0.23989277,0.25788394
NASA,B0006,105,0.27920097,0.59894866,0.49993947,0.5610308,0.44466332,0.5912281,0.10896366,0.20474878,0.121766426,0.11475382,0.05267623,0.7172685,0.18319225,0.024588184,0.26492524,0.26026264
NASA,B0006,106,0.23044217,0.5318242,0.45035344,0.52301127,0.44057152,0.8376293,0.09134249,0.41796544,0.08709815,0.38282534,0.07287988,0.9084456,0.1579485,0.010775552,0.1982184,0.21518105
NASA,B0006,107,0.25792533,0.5415492,0.4814949,0.53393996,0.45854974,0.66215456,0.112371854,0.27436006,0.11121351,0.19482884,0.058135077,0.7652078,0.1638959,0.014548564,0.2357729,0.25074214
NASA,B0006,108,0.27447426,0.5236583,0.52529556,0.5045572,0.49107993,1.2061372,0.1323112,0.738629,0.12478052,0.8135351,0.099884294,1.2099905,0.19985552,0.02381158,0.24653946,0.26890117
NASA,B0006,109,0.27308398,0.58416563,0.5030412,0.5797779,0.47498643,0.60320306,0.12543087,0.20654479,0.11903563,0.115154065,0.04224653,0.7192249,0.17152193,0.01758244,0.26782897,0.2660102
NASA,B0006,110,0.2518901,0.546956,0.47168338,0.5271424,0.44639388,0.68140244,0.09643933,0.28553966,0.10449933,0.20143718,0.060284458,0.7851989,0.16738278,0.0143150035,0.20864464,0.23580188
NASA,B0006,111,0.26243484,0.5424995,0.46687558,0.52964586,0.4394308,0.7456799,0.12304135,0.3463098,0.12901914,0.282526,0.07149657,0.83710176,0.17536236,0.013998473,0.2290386,0.24259156
NASA,B0006,112,0.2792008,0.5984994,0.50647146,0.5659146,0.46082446,0.5858596,0.113255285,0.19044083,0.108431645,0.09763282,0.04551089,0.7092737,0.18125923,0.02595447,0.2707389,0.26313052
NASA,B0006,113,0.34597874,0.5312218,0.59849936,0.5030596,0.5472561,1.1872476,0.17517072,0.7284691,0.18754654,0.79818827,0.108307675,1.1937456,0.24978122,0.017662557,0.3065887,0.34261692
NASA,B0006,114,0.33376542,0.5454848,0.55653715,0.5372894,0.52176553,0.68906885,0.15981922,0.29276198,0.17554499,0.22344291,0.06417797,0.7933606,0.21612534,0.009778326,0.29988202,0.3259967
NASA,B0006,115,0.30293795,0.58222723,0.5344517,0.56020564,0.48725468,0.58408135,0.13748759,0.2090014,0.1469897,0.1172478,0.049963523,0.7091864,0.19292171,0.021576155,0.29421645,0.2980126
NASA,B0006,116,0.30059063,0.5324218,0.5483607,0.50798213,0.51111877,1.2025497,0.1577774,0.73888624,0.15960036,0.80396926,0.10336555,1.2047902,0.2215978,0.019742826,0.26678073,0.2935823
NASA,B0006,117,0.2957963,0.5297757,0.5300635,0.51141846,0.5004636,1.1549934,0.15838386,0.7009926,0.15304999,0.7568531,0.09668787,1.1642243,0.22378834,0.021407945,0.26979542,0.28484368
NASA,B0006,118,0.27176142,0.53032136,0.5172678,0.52293634,0.50623024,1.1714535,0.1412058,0.7050312,0.13229336,0.75919336,0.096931085,1.1810167,0.19525187,0.0124211265,0.24966532,0.26516291
NASA,B0006,119,0.2779958,0.53445226,0.482261,0.5314761,0.4524792,0.6816591,0.13132548,0.29631937,0.14274098,0.22769071,0.06140853,0.78040344,0.18214968,0.012844958,0.25273648,0.26678863
NASA,B0006,120,0.30829188,0.5396358,0.55432796,0.5176242,0.52654,0.9899275,0.1546443,0.5542709,0.16063671,0.56874925,0.0925564,1.038147,0.21993609,0.01867579,0.28368217,0.30419064
NASA,B0006,121,0.25667202,0.55606294,0.46450365,0.5386255,0.437502,0.64918256,0.10329472,0.26090938,0.11085428,0.1790474,0.058992315,0.75905496,0.16476278,0.015825652,0.23672572,0.24436373
NASA,B0006,122,0.297906,0.543829,0.5264667,0.53616625,0.5022352,1.105677,0.16469464,0.6560386,0.16846676,0.70263016,0.09482756,1.1279838,0.2177205,0.01518739,0.2895576,0.296108
NASA,B0006,123,0.26200268,0.5342624,0.47858268,0.5218176,0.45582813,0.7581131,0.10290226,0.3538532,0.10535564,0.30206093,0.06938889,0.851437,0.16960987,0.013059773,0.22114196,0.24246857
NASA,B0006,124,0.27909243,0.5541851,0.48081458,0.551862,0.4459527,0.60627306,0.13212487,0.23082732,0.14806835,0.14046283,0.047487203,0.70876575,0.18203947,0.014731233,0.26949668,0.27469194
NASA,B0006,125,0.30846715,0.54447794,0.5454771,0.53479886,0.516282,0.74252754,0.12891573,0.34197548,0.14382443,0.28508776,0.07197692,0.847099,0.2033211,0.016205199,0.2879958,0.30666178
NASA,B0006,126,0.30556577,0.52685946,0.5423053,0.51348543,0.507965,1.2219399,0.16910915,0.7520215,0.16832802,0.8205372,0.10140531,1.2132728,0.21896824,0.009516436,0.2604416,0.29326904
NASA,B0006,127,0.25397536,0.5307799,0.49401104,0.5049028,0.47098872,1.1539454,0.12052475,0.69342476,0.11338496,0.7490581,0.093706705,1.1636367,0.19179451,0.025268884,0.2258427,0.24699625
NASA,B0006,128,0.29741755,0.5486475,0.5151849,0.5183105,0.48325112,0.9254692,0.1347658,0.5057511,0.14983186,0.49501237,0.092053615,0.98445976,0.212606,0.025022395,0.28195167,0.2853467
NASA,B0006,129,0.3898403,0.5761068,0.62065727,0.5427703,0.569278,0.7272946,0.18442841,0.31868687,0.21268444,0.23471187,0.08561532,0.8299959,0.26107702,0.018021131,0.35980147,0.38177657
