dataset,battery_id,cycle_idx,fusion_0,fusion_1,fusion_2,fusion_3,fusion_4,fusion_5,fusion_6,fusion_7,fusion_8,fusion_9,fusion_10,fusion_11,fusion_12,fusion_13,fusion_14,fusion_15
NASA,B0005,11,0.24903019,0.25393936,0.1529155,0.24702215,0.06009602,0.1168013,1.3702748,0.00058319455,0.091651484,0.17628384,0.06533605,0.24899612,0.001315327,0.28195623,1.3188875,0.093126394
NASA,B0005,12,0.19669913,0.18554413,0.15039185,0.18492937,0.07126333,0.13154648,1.3281033,0.0,0.11397038,0.1398899,0.039701473,0.17880486,0.00018857974,0.20067364,1.3339391,0.07485242
NASA,B0005,13,0.3597465,0.24244772,0.20522286,0.23366247,0.07411033,0.15465465,1.5727652,0.0,0.098891385,0.24521726,0.12431573,0.2373463,0.0052270675,0.26973167,1.5262967,0.15290701
NASA,B0005,14,0.32515836,0.2562476,0.19626017,0.22547394,0.07485557,0.13747624,1.5456048,0.00012419607,0.09862086,0.24394587,0.13465124,0.24472553,0.005592037,0.2787674,1.4690962,0.16011061
NASA,B0005,15,0.24462166,0.15596555,0.12371039,0.14746872,0.057544276,0.12568283,1.3512894,0.0,0.108781844,0.33230335,0.08898752,0.14783496,0.0006576654,0.17287558,1.3037436,0.069915585
NASA,B0005,16,0.1897118,0.27244866,0.16424349,0.25117177,0.09333348,0.13174382,1.3371797,0.0,0.11213953,0.170575,0.07537206,0.26216066,0.00019298532,0.29021215,1.2906266,0.10271599
NASA,B0005,17,0.30247623,0.2985241,0.19606856,0.2860765,0.086169004,0.13950735,1.5022254,0.0,0.09987546,0.26218492,0.1190015,0.29750717,0.0056739426,0.32992962,1.4485072,0.15145524
NASA,B0005,18,0.3299963,0.28102311,0.19796543,0.28935567,0.05921188,0.1289352,1.4681482,0.00046084923,0.112443835,0.50070107,0.104587816,0.26910743,0.004942921,0.30339396,1.3634356,0.101028636
NASA,B0005,19,0.33520195,0.2318593,0.1865508,0.24439186,0.039344657,0.131466,1.4875588,0.0005106546,0.10481419,0.47864053,0.123111345,0.21948537,0.0056322827,0.2520609,1.3969368,0.11281933
NASA,B0005,20,0.29387292,0.23973471,0.15983395,0.23056002,0.08821145,0.1534938,1.4803602,0.0,0.091755174,0.19083895,0.11167519,0.23741707,0.0038678562,0.27087712,1.4307873,0.14216226
NASA,B0005,21,0.25308362,0.22372654,0.18110268,0.234125,0.03604945,0.13216272,1.3702976,0.0013290946,0.08280857,0.35091385,0.0795334,0.22303848,8.660702e-05,0.23912784,1.292688,0.07391415
NASA,B0005,22,0.23418343,0.22344568,0.15926452,0.21212444,0.054886088,0.14114541,1.3594339,0.00071285537,0.09058754,0.14830011,0.06648955,0.23252574,0.0,0.2520838,1.3535401,0.07033114
NASA,B0005,23,0.35954753,0.2057365,0.17824978,0.19456936,0.059551984,0.14124332,1.5922455,0.0,0.10802307,0.54091775,0.13490331,0.21031132,0.004877822,0.23858255,1.477486,0.1378129
NASA,B0005,24,0.27575892,0.24506004,0.13159084,0.22741303,0.06481743,0.117688924,1.425679,0.0009739511,0.21191138,0.52231354,0.0980589,0.25378904,0.001436519,0.28383848,1.2754114,0.10092899
NASA,B0005,25,0.23878065,0.2803079,0.15794031,0.26934722,0.06433758,0.12674507,1.3470018,0.000528758,0.09075159,0.17209587,0.0729787,0.27570197,0.0,0.30824187,1.2992728,0.10559041
NASA,B0005,26,0.20991947,0.22813159,0.13276337,0.20145361,0.08759028,0.13783777,1.3679239,0.0,0.10885134,0.18067284,0.08626324,0.23105508,0.0010965047,0.25743657,1.319922,0.10851475
NASA,B0005,27,0.31780753,0.21651009,0.17352583,0.20911641,0.062273487,0.15669905,1.5202234,0.00020066365,0.099748395,0.20560052,0.13495438,0.21558024,0.005978173,0.23796627,1.5055388,0.13760976
NASA,B0005,28,0.18904686,0.27567288,0.16683158,0.26603594,0.056964666,0.104183085,1.2842058,0.0,0.0932692,0.2281567,0.062024385,0.2615826,0.0003562341,0.29066464,1.2154529,0.08934308
NASA,B0005,29,0.1416829,0.24577148,0.16339022,0.22005673,0.08101255,0.112242185,1.28628,0.0,0.113519706,0.26520938,0.06460948,0.24098106,7.69933e-05,0.2572928,1.2135868,0.08892577
NASA,B0005,30,0.26187685,0.28335992,0.1914984,0.27096173,0.07188633,0.11967539,1.4597147,0.00019533701,0.12739187,0.52601457,0.10742134,0.27081174,0.0050494587,0.30228046,1.3401927,0.13026217
NASA,B0005,31,0.20616445,0.20696093,0.13650815,0.21689983,0.062979825,0.13179685,1.3147012,0.0,0.09198842,0.15537515,0.06569972,0.18951124,0.00078124384,0.22794624,1.2946359,0.08902544
NASA,B0005,32,0.13327412,0.2460328,0.1499026,0.23479427,0.07300529,0.09839429,1.2866405,0.0,0.08828677,0.31110424,0.079881884,0.23118943,0.0019983319,0.26808172,1.1849854,0.101821534
NASA,B0005,33,0.14948048,0.18343055,0.14950123,0.18279886,0.056168456,0.1181503,1.2938681,0.0,0.09206077,0.14799622,0.058009144,0.182375,0.0007082112,0.20883308,1.2547119,0.067394726
NASA,B0005,34,0.15885672,0.20922747,0.15719944,0.2140201,0.048989687,0.11953658,1.3126044,0.0,0.09825512,0.17753342,0.071623065,0.21134867,0.0018350952,0.23155715,1.288004,0.06609623
NASA,B0005,35,0.08362181,0.21104062,0.13119875,0.17638631,0.06883633,0.101296365,1.2724174,0.0,0.09126967,0.19884627,0.080039084,0.20461248,0.00015632847,0.22824056,1.1812112,0.10378699
NASA,B0005,36,0.12800393,0.25526962,0.16372758,0.22882959,0.077265136,0.116882734,1.3286033,0.0,0.09279262,0.14840087,0.07981351,0.26330933,0.0020094279,0.28980255,1.2354426,0.10539126
NASA,B0005,37,0.13482878,0.28719464,0.16539724,0.28037912,0.08455516,0.09814725,1.3209338,0.0,0.10396453,0.115957186,0.0693685,0.3237902,0.0014038213,0.33697855,1.2262882,0.11566771
NASA,B0005,38,0.08375445,0.22590083,0.138552,0.22055475,0.0644712,0.11476148,1.2525843,0.0,0.099199474,0.15386692,0.06673092,0.23576008,2.4304767e-05,0.24896452,1.2058487,0.07473551
NASA,B0005,39,0.06884117,0.18053527,0.12430771,0.1473093,0.044919033,0.10476285,1.1851908,0.0,0.103320405,0.14632939,0.07199376,0.17445183,0.0016678161,0.18220137,1.1524773,0.06472623
NASA,B0005,40,0.10330302,0.30183882,0.19307621,0.30378297,0.06823325,0.08080568,1.3061284,2.3956361e-05,0.12818518,0.45590428,0.07893579,0.30650982,0.0007541114,0.33118033,1.1428607,0.08235315
NASA,B0005,41,0.042980183,0.2607446,0.14282562,0.24655312,0.07117834,0.08527535,1.2382979,0.0,0.104344815,0.1592267,0.0680336,0.28970927,0.0018849343,0.3018622,1.1259041,0.117422506
NASA,B0005,42,0.0628963,0.28832972,0.16462094,0.27254266,0.07779391,0.10850593,1.2831055,0.0,0.10501095,0.12015765,0.06950788,0.32350364,0.0012078664,0.32943857,1.1840762,0.115649864
NASA,B0005,43,0.15882674,0.23452634,0.19414034,0.24763775,0.073193386,0.12405023,1.3866953,0.0,0.11818212,0.20150046,0.11106018,0.24509041,0.0024877677,0.26649335,1.3396618,0.144137
NASA,B0005,44,0.09641424,0.3294095,0.19906656,0.29090205,0.08309984,0.10947929,1.261107,0.0,0.10635154,0.13526608,0.07755378,0.32434887,0.0011426568,0.34875333,1.1840396,0.104193315
NASA,B0005,45,0.08710091,0.3988589,0.20032625,0.37825575,0.10052807,0.113469556,1.2770426,0.0,0.10914134,0.13275184,0.07512638,0.40654412,0.0019292294,0.44147673,1.1873567,0.11508717
NASA,B0005,46,0.0774541,0.31090203,0.17073767,0.28048223,0.08032516,0.08149325,1.1811604,0.0,0.11367152,0.13896114,0.06221768,0.3122965,0.0012087881,0.3341068,1.1359563,0.09913958
NASA,B0005,47,0.10466467,0.3314426,0.19177276,0.32158318,0.06440872,0.06893439,1.2370899,0.0,0.114853725,0.33820271,0.06691063,0.34964788,0.001648213,0.36898518,1.1057543,0.08505091
NASA,B0005,48,0.11621445,0.34192792,0.188027,0.343865,0.115864605,0.1253019,1.3154972,0.0,0.08756705,0.12501016,0.08615623,0.32201687,0.0014263984,0.3710474,1.2499778,0.13504392
NASA,B0005,49,0.13627152,0.2708669,0.17396623,0.25069943,0.07934274,0.11956873,1.2922816,0.0,0.09296532,0.121060446,0.07043453,0.26901042,0.0009948716,0.30852437,1.2456435,0.08388699
NASA,B0005,50,0.07111475,0.2540565,0.16279598,0.2481566,0.05913537,0.08770065,1.2599323,0.0,0.104084626,0.34029242,0.07131478,0.26959565,0.0015710213,0.2839259,1.1310265,0.09895683
NASA,B0005,51,0.073897034,0.19877647,0.13675326,0.18833843,0.052949075,0.08751724,1.1746364,0.0,0.10520229,0.10271259,0.058434293,0.19440793,0.0013905311,0.2098238,1.1417108,0.06330504
NASA,B0005,52,0.05689899,0.3639258,0.19016145,0.32159978,0.08293241,0.10213113,1.2585193,0.0,0.106642716,0.12283743,0.06053903,0.39094302,0.0012630565,0.4023045,1.1593084,0.1204658
NASA,B0005,53,0.07816013,0.2771158,0.16180576,0.25419435,0.08628584,0.101635806,1.2347803,0.0,0.10798175,0.096811295,0.066391036,0.28023607,0.0012717962,0.30170915,1.1719908,0.10670733
NASA,B0005,54,0.07811195,0.35311544,0.19687887,0.33665738,0.10146229,0.09417312,1.2505064,0.0,0.10708744,0.10368663,0.077663176,0.36415562,0.0010999792,0.3880765,1.1692793,0.12236064
NASA,B0005,55,0.09522851,0.38335082,0.21554413,0.36242044,0.08606682,0.09919477,1.2582996,0.0,0.1095501,0.14860609,0.078907326,0.39055103,0.0015883461,0.41482422,1.1476569,0.101514176
NASA,B0005,56,0.07795626,0.30444098,0.1466989,0.25994092,0.055052973,0.06962377,1.1806707,0.0,0.11583888,0.15652888,0.052366566,0.31957495,0.0014661927,0.33038375,1.088085,0.08290011
NASA,B0005,57,0.07339069,0.3533464,0.16707459,0.30308974,0.07517754,0.0880405,1.176583,0.0,0.119322665,0.10089203,0.05278811,0.36884528,0.0011951778,0.37572533,1.0987461,0.088309005
NASA,B0005,58,0.08958681,0.4541796,0.23470852,0.42507508,0.08970764,0.07321538,1.2791754,0.0,0.120480336,0.15991575,0.06114164,0.50674254,0.0009843208,0.51079786,1.1213052,0.15451491
NASA,B0005,59,0.05418946,0.30981663,0.1535336,0.29149562,0.09021875,0.091065295,1.2298526,0.0,0.11680837,0.09179781,0.059764948,0.32837296,0.0016967305,0.35051057,1.1576647,0.11752595
NASA,B0005,60,0.08364017,0.32431328,0.18203837,0.31225005,0.07855042,0.08956313,1.2008432,0.0,0.11766972,0.11479263,0.06001977,0.33506474,0.0015877546,0.35828885,1.1506629,0.08503992
NASA,B0005,61,0.0530044,0.42986298,0.23287459,0.4099155,0.110588826,0.088571206,1.270594,0.0,0.11309092,0.11358244,0.083618924,0.4337143,0.0020259644,0.46063828,1.1951091,0.14683503
NASA,B0005,62,0.09462805,0.42621386,0.22137535,0.37741387,0.09258484,0.08884791,1.2277043,0.0,0.11018575,0.11103377,0.076631986,0.43783897,0.0018456039,0.46767426,1.1366818,0.1194923
NASA,B0005,63,0.08456268,0.33729127,0.18698633,0.30153096,0.08267448,0.081305735,1.2620366,0.0,0.11506141,0.10226861,0.07614008,0.35214147,0.0018829056,0.37255535,1.18724,0.10191904
NASA,B0005,64,0.06417309,0.42939362,0.20688929,0.38116363,0.08357527,0.057677224,1.2603418,0.0,0.10780613,0.3451605,0.076270215,0.4409018,0.0018758607,0.4717778,1.1202184,0.14178206
NASA,B0005,65,0.040984284,0.31387717,0.16594948,0.270461,0.07419402,0.086330034,1.1976526,0.0,0.10780382,0.103638366,0.05393124,0.32104805,0.0014222892,0.3265324,1.1442887,0.11106192
NASA,B0005,66,0.13139029,0.3590679,0.20391968,0.3393932,0.08146467,0.077022836,1.2426481,0.0,0.11298084,0.30916175,0.08770142,0.35714948,0.0017130473,0.39379135,1.1275237,0.11919531
NASA,B0005,67,0.07614681,0.33627295,0.1945003,0.32737905,0.07813954,0.087300174,1.2197181,0.0,0.09946809,0.105529405,0.083709,0.34484085,0.002133624,0.37123308,1.1827565,0.11412678
NASA,B0005,68,0.08156146,0.39697728,0.20684712,0.3522506,0.082472295,0.092352994,1.2471819,0.0,0.10535897,0.11343383,0.08008823,0.41180816,0.0017652833,0.44605908,1.1662297,0.12587526
NASA,B0005,69,0.07235502,0.44294018,0.22613983,0.39868605,0.10529961,0.08159478,1.2341083,0.0,0.10105919,0.11968461,0.07988747,0.44402134,0.0011789812,0.46135476,1.1404668,0.16333844
NASA,B0005,70,0.06909584,0.42673057,0.23306794,0.430076,0.10037984,0.06352336,1.2388139,0.0,0.10460703,0.28370607,0.09627074,0.4223732,0.0012214237,0.4637102,1.1201283,0.13408768
NASA,B0005,71,0.06934495,0.5251429,0.26087266,0.50942045,0.10436388,0.05789398,1.3425529,0.0,0.10414257,0.34738305,0.08561696,0.577729,0.0013418377,0.5883528,1.1202446,0.18328285
NASA,B0005,72,0.10570901,0.5505612,0.28989828,0.55650765,0.12600583,0.067508794,1.3135326,0.0,0.08571206,0.18709768,0.10045243,0.6020822,0.0011401011,0.6243453,1.2000923,0.18916804
NASA,B0005,73,0.0558743,0.41750702,0.22043665,0.36627415,0.09202024,0.08094488,1.2117573,0.0,0.09407419,0.12901236,0.061625104,0.44339687,0.001515555,0.43606326,1.1171169,0.13415466
NASA,B0005,74,0.08490982,0.5390755,0.29487726,0.5085562,0.10716827,0.0711086,1.276273,0.0,0.09933539,0.17623015,0.08708099,0.5439704,0.0012190785,0.591499,1.1332719,0.14698735
NASA,B0005,75,0.05480021,0.5338875,0.25161093,0.46975154,0.14674908,0.07372934,1.2783403,0.0,0.07708196,0.11123972,0.079619266,0.5391811,0.0009927253,0.563624,1.1876378,0.19189472
NASA,B0005,76,0.07431673,0.49745357,0.24980046,0.44089264,0.11309269,0.065072596,1.293057,0.0,0.08626571,0.13250354,0.09201686,0.51335394,0.0018439646,0.5396702,1.1620266,0.1783067
NASA,B0005,77,0.06277791,0.41147548,0.22347459,0.3771984,0.09873042,0.08011095,1.1553646,0.0,0.089319706,0.10015763,0.05519102,0.43456796,0.001524317,0.4403752,1.0945436,0.1219279
NASA,B0005,78,0.07985394,0.43087265,0.22818227,0.40415332,0.08536966,0.053517535,1.2093552,0.0,0.088835575,0.38692772,0.083902426,0.46703857,0.0014345612,0.47852805,1.0646119,0.13959391
NASA,B0005,79,0.075420514,0.6988534,0.375988,0.6885471,0.17170727,0.072319604,1.3464782,0.0,0.07300169,0.18875775,0.12556244,0.7347598,0.0011812389,0.76947427,1.2254977,0.25584725
NASA,B0005,80,0.085270636,0.6191261,0.3154033,0.6136139,0.15375036,0.07765729,1.2511259,0.0,0.06944707,0.12652075,0.1117915,0.63144183,0.0017671952,0.6874096,1.1842949,0.1962022
NASA,B0005,81,0.07310736,0.6194711,0.33798409,0.5918157,0.149382,0.07452511,1.2863529,0.0,0.07556952,0.16606687,0.11175252,0.6557514,0.00092334667,0.67075723,1.1706883,0.21180114
NASA,B0005,82,0.056835584,0.43744445,0.23325175,0.4022827,0.10390955,0.08227021,1.2538105,0.0,0.087463275,0.12194906,0.08458261,0.44094145,0.0020101685,0.45893815,1.1682179,0.15324292
NASA,B0005,83,0.051175445,0.5559818,0.27452648,0.508622,0.1334336,0.038072705,1.2906259,0.0,0.14057998,0.46212035,0.08760838,0.56400716,0.0017033028,0.6014047,1.0584857,0.16505922
NASA,B0005,84,0.07220421,0.6065648,0.3121532,0.56321335,0.15894802,0.07227343,1.3218024,0.0,0.091037236,0.12661718,0.09651866,0.6426013,0.001209467,0.672277,1.1846057,0.23038259
NASA,B0005,85,0.085271314,0.5426128,0.29081273,0.47320512,0.13758402,0.06433433,1.256178,0.0,0.07649699,0.120576,0.09183053,0.54504055,0.00084337307,0.5741657,1.1881156,0.17348036
NASA,B0005,86,0.05360435,0.58108324,0.2556334,0.50682646,0.109694146,0.054989804,1.2113932,0.0,0.06638737,0.12881003,0.0669513,0.62219995,0.0017814827,0.62578714,1.1001544,0.18320589
NASA,B0005,87,0.06617363,0.5562666,0.2698904,0.48823687,0.09011347,0.03993687,1.2265514,0.0,0.08549075,0.32760438,0.063449785,0.5981847,0.0011172565,0.6105333,1.0461954,0.14579557
NASA,B0005,88,0.09209416,0.7344921,0.38351786,0.6963245,0.19102976,0.07335652,1.3135266,0.0,0.06358664,0.16500556,0.1223459,0.7492076,0.0013847363,0.79658014,1.2078485,0.23935317
NASA,B0005,89,0.0695202,0.6999163,0.33720416,0.665275,0.17047901,0.07064427,1.2795353,0.0,0.06330859,0.1410927,0.10195784,0.72544754,0.0016188886,0.7610935,1.1841098,0.23657244
NASA,B0005,90,0.11849057,0.7136539,0.3573633,0.696397,0.17605108,0.075732924,1.4105127,0.0,0.06818638,0.17958258,0.12493399,0.7661847,0.0014541612,0.79303443,1.2489258,0.2654201
NASA,B0005,91,0.08614915,0.41477525,0.22970122,0.3835464,0.100139424,0.092034854,1.252905,0.0,0.096799344,0.109769344,0.07492559,0.44045928,0.0018267317,0.45391992,1.1647654,0.1373453
NASA,B0005,92,0.074608475,0.5736562,0.29444855,0.5071048,0.1360996,0.08495279,1.2947335,0.0,0.09543895,0.13347818,0.08567312,0.5933278,0.001216186,0.62954473,1.1727563,0.17266023
NASA,B0005,93,0.061712302,0.6567276,0.3064537,0.6028559,0.14933272,0.066517614,1.3150849,0.0,0.06846373,0.16225918,0.0975895,0.68314886,0.0014454484,0.69809896,1.154155,0.22832233
NASA,B0005,94,0.08899948,0.64389807,0.32878742,0.59364873,0.15833537,0.08393452,1.3386432,0.0,0.08987108,0.1625363,0.10805172,0.65310115,0.0018090735,0.6978449,1.1970938,0.20773418
NASA,B0005,95,0.04750555,0.54544723,0.2768526,0.49252042,0.12427228,0.076018065,1.2212907,0.0,0.0752727,0.11691657,0.07226494,0.55848825,0.0015873978,0.58302236,1.1457512,0.17682347
NASA,B0005,96,0.06888035,0.4998789,0.26259044,0.44564247,0.11123854,0.07137871,1.2626648,0.0,0.08083299,0.12244734,0.07079236,0.5326146,0.0007381717,0.54152405,1.150373,0.13655826
NASA,B0005,97,0.06404873,0.42377648,0.22896667,0.4041312,0.0905851,0.03709159,1.2776555,0.0,0.22714645,0.46361572,0.08749977,0.4709543,0.0009760803,0.4802551,1.0349671,0.13057421
NASA,B0005,98,0.07652694,0.5593759,0.2889376,0.5599582,0.13645183,0.07649393,1.2152472,0.0,0.08631527,0.16060235,0.09243498,0.6039271,0.0016533451,0.62889117,1.1374344,0.17193542
NASA,B0005,99,0.16181433,0.90664345,0.46795493,0.8428001,0.19979854,0.044231515,1.3676883,0.0,0.06077734,0.3612728,0.1263821,0.9579991,0.0007503712,0.99216384,1.1506263,0.2856485
NASA,B0005,100,0.05385012,0.5881099,0.29377723,0.53327966,0.12279095,0.05507011,1.2097352,0.0,0.059929524,0.21844846,0.090944044,0.5979196,0.00077048934,0.62850004,1.1014161,0.17576973
NASA,B0005,101,0.11040773,0.7182386,0.3647022,0.6754384,0.17375049,0.068450816,1.3027463,0.0,0.06301038,0.16022085,0.119902894,0.7377123,0.00067250803,0.77354157,1.2260064,0.22272824
NASA,B0005,102,0.04188578,0.6438808,0.33039016,0.6266804,0.1308885,0.04151794,1.1758715,0.0,0.06348324,0.3907483,0.09799419,0.6561261,0.0006267791,0.6805536,1.0540557,0.17988783
NASA,B0005,103,0.08166532,0.6765738,0.31662965,0.599205,0.15697302,0.06902185,1.2777523,0.0,0.090135396,0.11106079,0.08200282,0.7163887,0.0011360431,0.73585105,1.1417847,0.21382637
NASA,B0005,104,0.15971686,0.7406779,0.33903366,0.676187,0.19373932,0.07332294,1.3906244,0.0,0.07930876,0.15152268,0.12801078,0.7784279,0.0014795407,0.8270703,1.2196006,0.28039765
NASA,B0005,105,0.12950559,0.6490896,0.32962474,0.5990921,0.14400639,0.07691325,1.3251973,0.0,0.08484193,0.14072873,0.10832249,0.7245622,0.0006634101,0.73932433,1.1707792,0.20630437
NASA,B0005,106,0.08983077,0.5946475,0.31341672,0.55477405,0.12839414,0.04286666,1.185543,0.0,0.072698206,0.32302132,0.09917471,0.59456235,0.00024105648,0.6301598,1.0930959,0.15518269
NASA,B0005,107,0.07327164,0.6557126,0.31838104,0.6378732,0.16063799,0.07141861,1.2916346,0.0,0.078338124,0.16799766,0.12020213,0.6850578,0.0024821234,0.7243265,1.1976211,0.2102798
NASA,B0005,108,0.029637242,0.68928176,0.35373536,0.66686064,0.1568902,0.042970017,1.2628157,0.0,0.06440829,0.37142548,0.10898456,0.7306085,0.0007264691,0.74035025,1.0894411,0.24740933
NASA,B0005,109,0.100719795,0.76030165,0.38195783,0.7187467,0.18096052,0.07569865,1.2975632,0.0,0.08587315,0.17668389,0.115662165,0.79091966,0.0006398581,0.8243098,1.169867,0.2222335
NASA,B0005,110,0.04602438,0.58759886,0.3045107,0.56488276,0.15678789,0.06304816,1.1940751,0.0,0.08340304,0.124772996,0.081885375,0.6117932,0.0007034809,0.63490325,1.1294558,0.16943064
NASA,B0005,111,0.069895275,0.77006966,0.39987513,0.7446862,0.15453172,0.038961366,1.3116528,0.0,0.07868006,0.5115292,0.10283494,0.83491683,0.0008037782,0.8482634,1.084757,0.21796899
NASA,B0005,112,0.060489353,0.722697,0.3760834,0.6795797,0.16753428,0.053125314,1.2511568,0.0,0.06206002,0.16984321,0.08941577,0.7651468,0.000464907,0.78413755,1.1167444,0.226946
NASA,B0005,113,0.1413873,0.69837654,0.3479613,0.657361,0.15982619,0.07581265,1.3327006,0.0,0.08190871,0.14848001,0.10595913,0.7623759,0.0016243346,0.779725,1.1853001,0.21178319
NASA,B0005,114,0.08582763,0.738322,0.36245704,0.6908534,0.15277392,0.051484954,1.2880858,0.0,0.06799035,0.2838554,0.108683996,0.79662,0.0007059537,0.7924906,1.1024643,0.24510401
NASA,B0005,115,0.0777238,0.8546822,0.3953915,0.7872928,0.19265446,0.07395929,1.2932229,0.0,0.067100495,0.14397752,0.09416027,0.94646394,8.18385e-05,0.93369865,1.1192346,0.28265178
NASA,B0005,116,0.097973,0.7113936,0.36213046,0.72401047,0.13203146,0.050552726,1.2150741,0.0,0.07249214,0.28781533,0.10911994,0.7630815,0.00019232159,0.7592489,1.1015365,0.20210874
NASA,B0005,117,0.086746655,0.8597646,0.45670387,0.8161686,0.21765642,0.074708655,1.3363848,0.0,0.074602716,0.14176151,0.09994884,0.90765107,0.0006373823,0.9457234,1.1692005,0.27984732
NASA,B0005,118,0.103179194,0.7928022,0.38804474,0.7131218,0.16420574,0.041866645,1.2150322,0.0,0.08680881,0.18867736,0.08255376,0.8607349,4.9610386e-05,0.8559368,1.0365506,0.21573757
NASA,B0005,119,0.13213196,0.90812117,0.43197286,0.8133758,0.1999942,0.044634126,1.2988036,0.0,0.06808613,0.26823866,0.11553972,0.9703337,3.2698244e-05,0.98955077,1.0823823,0.26711574
NASA,B0005,120,0.084683724,0.5695469,0.29605472,0.55068254,0.12122161,0.045831695,1.2788858,0.0,0.0819569,0.31779218,0.09320563,0.6499771,0.00059245824,0.63165027,1.1045955,0.20243248
NASA,B0005,121,0.051309302,0.708323,0.36601844,0.6478656,0.15508753,0.07481129,1.2216382,0.0,0.08165125,0.18420227,0.09495434,0.7369633,0.0008932894,0.7566005,1.1148124,0.20061527
NASA,B0005,122,0.06626955,0.72468567,0.34763572,0.6403133,0.17822357,0.06749227,1.2719022,0.0,0.063040115,0.13334592,0.09047355,0.76210487,0.00021560071,0.7680024,1.1389341,0.23916832
NASA,B0005,123,0.032308854,0.68147,0.350673,0.6388734,0.13736653,0.03581417,1.1629593,0.0,0.05979398,0.31032258,0.098946884,0.68743134,0.00052424415,0.71014076,1.0656505,0.19383316
NASA,B0005,124,0.06136394,0.72429526,0.36923027,0.65738046,0.16045006,0.06165523,1.2330449,0.0,0.06790075,0.14205265,0.09077057,0.7776299,0.00013676008,0.7808403,1.1140563,0.23044983
NASA,B0005,125,0.113107204,0.8822267,0.42815286,0.79598117,0.20925528,0.07018203,1.3358519,0.0,0.07233768,0.18117525,0.12562914,0.92379045,0.0009919044,0.97266823,1.1773807,0.27907157
NASA,B0005,126,0.13769707,0.81784165,0.41151166,0.7778895,0.16765365,0.041620217,1.3124183,0.0,0.07117564,0.2713828,0.1192506,0.8867688,0.0010213978,0.90796614,1.1419446,0.23833568
NASA,B0005,127,0.09732604,0.78026634,0.39437908,0.7386975,0.1762608,0.07380413,1.2389603,0.0,0.07557794,0.19187969,0.10419872,0.8225847,0.0002048001,0.8424069,1.151926,0.20836604
NASA,B0005,128,0.11959359,0.7757527,0.37522846,0.7387096,0.19430113,0.05905798,1.3188535,0.0,0.072479755,0.20631503,0.14657359,0.80401504,0.0020510398,0.8369588,1.2097915,0.26580268
NASA,B0005,129,0.23263477,0.76028943,0.37591603,0.68400383,0.17522003,0.105189875,1.4683653,0.0,0.06565556,0.1911568,0.13504724,0.8190815,0.00090318074,0.84148574,1.3042682,0.2549366
NASA,B0005,130,0.14313976,0.6704764,0.3151291,0.60817564,0.16133657,0.063312575,1.3213254,0.0,0.07646252,0.16570039,0.1052289,0.73792285,5.898625e-05,0.74319977,1.1770608,0.23905107
NASA,B0005,131,0.07456307,0.79603124,0.39590922,0.7324681,0.18459278,0.06946755,1.2525649,0.0,0.084796935,0.14855775,0.101579726,0.8564833,0.00016138601,0.8570845,1.1151631,0.24379396
