dataset,battery_id,cycle_idx,discharge_capacity,SOH_recovered
NASA,B0033,137,1.325319393635713,114.14492478795344
NASA,B0033,138,0.8439684993200656,72.68792816350357
NASA,B0033,139,0.29866180371583506,25.722651676180735
NASA,B0033,140,0.2344867974702557,20.19549248999171
NASA,B0033,141,0.20256330380725823,17.446038433384775
NASA,B0033,142,0.23531995654070248,20.26724944147769
NASA,B0033,143,0.23550427837482876,20.283124408669867
NASA,B0033,144,0.4304242256752923,37.07086842805514
NASA,B0033,145,0.46436333202696434,39.99391985285515
NASA,B0033,146,0.3994839380247729,34.40609431870039
NASA,B0033,147,1.461469789426299,125.87106171916793
NASA,B0033,148,1.4150999545382532,121.87739699114641
NASA,B0033,149,1.383632373873956,119.1672090580086
NASA,B0033,150,1.3705402893609833,118.03963557705977
NASA,B0033,151,1.3557042566115398,116.761862196191
NASA,B0033,152,1.3578385793919763,116.94568363154917
NASA,B0033,153,1.3609083979571395,117.21007590628376
NASA,B0033,154,1.3495626547684758,116.23290843318075
NASA,B0033,155,1.1888877132486642,102.39456184053377
NASA,B0033,156,1.5041493934608645,129.5469003252422
NASA,B0033,157,1.4899088638712767,128.32041545921683
NASA,B0033,158,1.475330178643193,127.06480648159383
NASA,B0033,159,1.459830765413703,125.72989855990096
NASA,B0033,160,1.4474169057725728,124.66073811309133
NASA,B0033,161,1.4676323674647154,126.4018220853656
NASA,B0033,162,1.441552493165527,124.15565764783048
NASA,B0033,163,1.418392873584403,122.16100409646799
NASA,B0033,164,1.4031824838852518,120.85098871712445
NASA,B0033,165,1.3911104661211642,119.81126986419157
NASA,B0033,166,1.4086019958134537,121.31775150985398
NASA,B0033,167,1.4137708903948947,121.76292954472518
NASA,B0033,168,1.412472234540845,121.65108105333677
NASA,B0033,169,1.3831900026575588,119.12910923885065
NASA,B0033,170,1.3646098107432565,117.52886508729883
NASA,B0033,171,1.369751365782437,117.97168846712607
NASA,B0033,172,1.3867946911071662,119.43956790559945
NASA,B0033,173,1.3918615875742792,119.87596121495889
NASA,B0033,174,1.377162352180965,118.6099696913553
NASA,B0033,175,1.3599525359390852,117.1277509975241
NASA,B0033,176,1.379779043170725,118.83533574096852
NASA,B0033,177,1.3631373661966442,117.40204880977765
NASA,B0033,178,1.3652295228794809,117.58223863296577
NASA,B0033,179,1.3498620694059131,116.25869592367913
NASA,B0033,180,1.3529504172332432,116.52468405617189
NASA,B0033,181,1.3535740542605128,116.5783956383871
NASA,B0033,182,1.3432225183905024,115.68685561490585
NASA,B0033,183,1.3412081769053426,115.51336773083432
NASA,B0033,184,1.3277389969987805,114.35331639922863
NASA,B0033,185,1.329778900445409,114.52900584179488
NASA,B0033,186,1.3356045028702495,115.0307437276367
NASA,B0033,187,1.3177489685711123,113.49291169302609
NASA,B0033,188,1.317605472474197,113.48055289765311
NASA,B0033,189,1.3185279522072382,113.56000271197865
NASA,B0033,190,1.3215397269813982,113.81939588673005
NASA,B0033,191,1.3046615372928705,112.36573897821025
NASA,B0033,192,1.3280324770208678,114.37859276295559
NASA,B0033,193,1.3634549770713926,117.42940347581823
NASA,B0033,194,1.3291316747402466,114.47326265280108
NASA,B0033,195,1.3124201086917682,113.03395643057826
NASA,B0033,196,1.3152825503676357,113.28048809032066
NASA,B0034,1,1.6623217152845853,101.0476249412366
NASA,B0034,2,1.645087369694532,100.0
NASA,B0034,3,1.620729289277574,98.51934426914475
NASA,B0034,4,1.5967402025126005,97.061118572024
NASA,B0034,5,1.4856500618812698,90.30827719242247
NASA,B0034,6,1.4866702197497013,90.37028957469617
NASA,B0034,7,1.4701330958405268,89.3650466791626
NASA,B0034,8,1.4565041801019636,88.53658516461739
NASA,B0034,9,1.4418961035576472,87.6486033580931
NASA,B0034,10,1.4370949588970292,87.35675596147067
NASA,B0034,11,1.4458703624967404,87.89018681513654
NASA,B0034,12,1.4321040545618373,87.05337363496733
NASA,B0034,13,1.426720633302465,86.72613136452354
NASA,B0034,14,1.4230846885129826,86.5051130249227
NASA,B0034,15,1.4409479522418907,87.59096804137843
NASA,B0034,16,1.486901544051865,90.38435109546553
NASA,B0034,17,1.5245313226850703,92.6717541432558
NASA,B0034,18,1.4629049605190707,88.92566969198178
NASA,B0034,19,1.4230794508549893,86.50479464317046
NASA,B0034,20,1.4051040863603435,85.41212535242126
NASA,B0034,21,1.6329463925070862,99.26198587314543
NASA,B0034,22,1.5687138208259117,95.3574776467464
NASA,B0034,23,1.5149520966053402,92.0894612963106
NASA,B0034,24,1.4855182940634626,90.30026741614951
NASA,B0034,25,1.480771929049074,90.01174991234848
NASA,B0034,26,1.484026357317059,90.20957698998201
NASA,B0034,27,1.4922153055506522,90.70735895490671
NASA,B0034,28,1.473312924099279,89.55833904267656
NASA,B0034,29,1.441593178980006,87.63018946815501
NASA,B0034,30,1.4225873198015788,86.47487945067208
NASA,B0034,31,1.4266489379486664,86.72177321582461
NASA,B0034,32,1.4596775560238577,88.7294853096403
NASA,B0034,33,1.4396159938545154,87.51000222692309
NASA,B0034,34,1.4195512657848512,86.29032669848048
NASA,B0034,35,1.4118101714470452,85.81976844848047
NASA,B0034,36,1.4044196701845313,85.37052171553118
NASA,B0034,37,1.4735059098606866,89.57007007684305
NASA,B0034,38,1.492658600645149,90.73430555377209
NASA,B0034,39,1.4820260149945934,90.08798209117509
NASA,B0034,40,1.423575357658995,86.53493935239023
NASA,B0034,41,1.4038252197245347,85.33438682865847
NASA,B0034,42,1.5363173478836125,93.38819178758169
NASA,B0034,43,1.5440367168176732,93.8574294144862
NASA,B0034,44,1.507892155360249,91.66030833002151
NASA,B0034,45,1.8203060058691092,110.65102312511902
NASA,B0034,46,1.5936575758226643,96.87373480464947
NASA,B0034,47,1.533070464968097,93.19082336962839
NASA,B0034,48,1.4862143093107285,90.3425761263182
NASA,B0034,49,1.5029318848267783,91.35878814180248
NASA,B0034,50,1.5202185406928062,92.40959287013965
NASA,B0034,51,1.5118194735004464,91.8990383946093
NASA,B0034,52,1.464601301820905,89.0287852670621
NASA,B0034,53,1.4546140961511749,88.42169254641318
NASA,B0034,54,1.4333400490204142,87.12850608576272
NASA,B0034,55,1.4493262346396159,88.10025907066164
NASA,B0034,56,1.495199821798908,90.88877887844608
NASA,B0034,57,1.4720590241846008,89.48211817211508
NASA,B0034,58,1.4097383014648728,85.69382559460291
NASA,B0034,59,1.3861944181384176,84.2626624989415
NASA,B0034,60,1.3624125407550536,82.81703244782878
NASA,B0034,61,1.4471377445077278,87.96722722249332
NASA,B0034,62,1.4554483390450048,88.4724037067563
NASA,B0034,63,1.4423952167302958,87.67894297298793
NASA,B0034,64,1.377541945989605,83.7367042849155
NASA,B0034,65,1.3539935892900532,82.30526926612228
NASA,B0034,66,1.5509038861664448,94.27486434683553
NASA,B0034,67,1.5562932697752867,94.60246905088493
NASA,B0034,68,1.5067526605064707,91.59104180504723
NASA,B0034,69,1.444138733302766,87.78492619336814
NASA,B0034,70,1.4144103811292437,85.97782751148824
NASA,B0034,71,1.3897574212362729,84.47924692864974
NASA,B0034,72,1.449968311475299,88.13928902417726
NASA,B0034,73,1.4678653068012166,89.22719448473896
NASA,B0034,74,1.4290644310445066,86.86860390338188
NASA,B0034,75,1.376744834668327,83.68825024314471
NASA,B0034,76,1.3515813262521057,82.15863492423956
NASA,B0034,77,1.353993472828928,82.30526218679462
NASA,B0034,78,1.3577165116893766,82.53157471760811
NASA,B0034,79,1.334169315351027,81.10021023374352
NASA,B0034,80,1.3372147888783987,81.28533557015268
NASA,B0034,81,1.339045224276927,81.39660232912539
NASA,B0034,82,1.3439244604756322,81.69319667958904
NASA,B0034,83,1.3454786192090245,81.78766939648072
NASA,B0034,84,1.3482263029682544,81.954692972848
NASA,B0034,85,1.3373192299576058,81.29168423473617
NASA,B0034,86,1.3402523341553034,81.46997897164381
NASA,B0034,87,1.3290965682379121,80.79185292661418
NASA,B0034,88,1.3323485655766352,80.98953223524123
NASA,B0034,89,1.3501541310555516,82.07187994557728
NASA,B0034,90,1.381523441054128,83.97872760464121
NASA,B0034,91,1.3835971952817807,84.10478499623359
NASA,B0034,92,1.3301161862080901,80.85383249006846
NASA,B0034,93,1.3176982121703233,80.09898054320361
NASA,B0034,94,1.3063657719651272,79.4101149902877
NASA,B0034,95,1.3381567383793782,81.34259389687331
NASA,B0034,96,1.3563258092165067,82.44703802378326
NASA,B0034,97,1.3648997529550058,82.96822272779633
NASA,B0034,98,1.3337639975535058,81.07557216253905
NASA,B0034,99,1.3060123668658763,79.38863253860998
NASA,B0034,100,1.3101868361375808,79.64238619015492
NASA,B0034,101,1.3567668941696103,82.47385027468428
NASA,B0034,102,1.3916857433587717,84.5964639323191
NASA,B0034,103,1.3629935079344777,82.85234772591835
NASA,B0034,104,1.3211711973900628,80.31009305210242
NASA,B0034,105,1.3074869015593356,79.47826514540174
NASA,B0034,106,1.3105881895483489,79.66678327800336
NASA,B0034,107,1.376312668196664,83.66198012037648
NASA,B0034,108,1.391764929132287,84.60127740149855
NASA,B0034,109,1.3649746353453525,82.9727746070294
NASA,B0034,110,1.3219093937291897,80.35496582620098
NASA,B0034,111,1.3090033888073913,79.57044792401837
NASA,B0034,112,1.3327005721973733,81.01092967754265
NASA,B0034,113,1.7423975189669398,105.9151964245204
NASA,B0034,114,1.37734756281946,83.72488830640118
NASA,B0034,115,1.34875988767775,81.98712801060496
NASA,B0034,116,1.3501504559881146,82.07165654908755
NASA,B0034,117,1.3387814875085953,81.38057055031592
NASA,B0034,118,1.3253371210402685,80.56332724056861
NASA,B0034,119,1.3308160596334049,80.89637572747989
NASA,B0034,120,1.333083376618503,81.03419922712291
NASA,B0034,121,1.3333226534895923,81.04874416105756
NASA,B0034,122,1.3264281097516475,80.62964522048122
NASA,B0034,123,1.323971040986857,80.48028727086383
NASA,B0034,124,1.3249364225071156,80.53896996079524
NASA,B0034,125,1.3283067675570923,80.74384327707402
NASA,B0034,126,1.314584348909226,79.9096979969717
NASA,B0034,127,1.3166841798543303,80.03734051516173
NASA,B0034,128,1.3041727649654073,79.27680857507116
NASA,B0034,129,1.3534450073572306,82.27192259147579
NASA,B0034,130,1.371294082513786,83.3569151265452
NASA,B0034,131,1.357699321922511,82.53052980247581
NASA,B0034,132,1.3286903090919502,80.76715763361968
NASA,B0034,133,1.3143943268181724,79.89814711556843
NASA,B0034,134,1.3866783030110723,84.29207643047904
NASA,B0034,135,1.3868330458429208,84.30148278996481
NASA,B0034,136,1.3548037379291014,82.35451580791529
NASA,B0034,137,1.3255787669951669,80.5780161841074
NASA,B0034,138,1.3119728676377553,79.7509537673594
NASA,B0034,139,1.3064487948795198,79.4151617079224
NASA,B0034,140,1.3418431880549024,81.56668227925563
NASA,B0034,141,1.3609210170759327,82.7263671308008
NASA,B0034,142,1.3299603677394973,80.84436074580348
NASA,B0034,143,1.299069387625936,78.96658934699339
NASA,B0034,144,1.2984544371955695,78.92920832749893
NASA,B0034,145,1.3176486091610087,80.09596532284337
NASA,B0034,146,1.3360648564106594,81.21543457346867
NASA,B0034,147,1.3635797361860138,82.88798280903524
NASA,B0034,148,1.3333112541544827,81.04805122916106
NASA,B0034,149,1.3023273463118925,79.16463102830308
NASA,B0034,150,1.2888728444455875,78.34677161766258
NASA,B0034,151,1.2902746194203034,78.4319813761556
NASA,B0034,152,1.292407565676824,78.56163687627146
NASA,B0034,153,1.2954091505102339,78.744094348665
NASA,B0034,154,1.283229881592695,78.00375258068946
NASA,B0034,155,1.4557454024367817,88.4904613125254
NASA,B0034,156,1.454676342673242,88.42547632855229
NASA,B0034,157,1.423427718198495,86.52596478585839
NASA,B0034,158,1.392551210363313,84.64907311408567
NASA,B0034,159,1.3765732493746907,83.67782008017602
NASA,B0034,160,1.3810190828982352,83.94806916271381
NASA,B0034,161,1.4007568321672863,85.14786861608364
NASA,B0034,162,1.374645303479972,83.56062594628168
NASA,B0034,163,1.3345924114397838,81.12592899473768
NASA,B0034,164,1.336396621564738,81.23560159682502
NASA,B0034,165,1.3069152971756248,79.44351900399668
NASA,B0034,166,1.341539456674081,81.54821934613629
NASA,B0034,167,1.346388970161922,81.84300694083659
NASA,B0034,168,1.344989807277774,81.75795596361051
NASA,B0034,169,1.3158760805047784,79.9882185436216
NASA,B0034,170,1.2972766889740088,78.85761649333516
NASA,B0034,171,1.2851255211005648,78.11898290479206
NASA,B0034,172,1.3190209156530253,80.17938377935195
NASA,B0034,173,1.3410097849290994,81.51602216592939
NASA,B0034,174,1.326126983882746,80.61134066873225
NASA,B0034,175,1.3091442679990724,79.57901155378518
NASA,B0034,176,1.363001289617145,82.85282075141296
NASA,B0034,177,1.329285701687194,80.80334979011006
NASA,B0034,178,1.2969085930621855,78.83524103057225
NASA,B0034,179,1.2986285924941396,78.9397947134732
NASA,B0034,180,1.2840657611821942,78.0545632309259
NASA,B0034,181,1.3021015914136362,79.15090805513977
NASA,B0034,182,1.3089076351731335,79.56462734354211
NASA,B0034,183,1.2722519696513912,77.33643775331089
NASA,B0034,184,1.276011534360331,77.56497058252093
NASA,B0034,185,1.2605053003103004,76.62239243526362
NASA,B0034,186,1.2660681251347115,76.96054011829179
NASA,B0034,187,1.265829016865281,76.94600543315376
NASA,B0034,188,1.2655873898206993,76.93131763911724
NASA,B0034,189,1.2663598323027554,76.97827213504772
NASA,B0034,190,1.2868479432728903,78.22368385892104
NASA,B0034,191,1.270026164613209,77.20113764225384
NASA,B0034,192,1.34598253292492,81.818300822214
NASA,B0034,193,1.3286875315413778,80.76698879452798
NASA,B0034,194,1.31203071983408,79.7544704314218
NASA,B0034,195,1.295125492961198,78.72685164446209
NASA,B0034,196,1.2802601605963335,77.82323201679304
NASA,B0036,1,1.8011007566288924,99.8177733600212
NASA,B0036,2,1.8044229856020628,100.00189270896573
NASA,B0036,3,1.804388833772829,100.0
NASA,B0036,4,1.7989248871784247,99.697185745548
NASA,B0036,5,1.792996521672392,99.36863319661447
NASA,B0036,6,1.7885507985621891,99.12224932264051
NASA,B0036,7,1.7890856930727703,99.15189340492309
NASA,B0036,8,1.7893137312833287,99.16453137996982
NASA,B0036,9,1.7860759459480868,98.98509193351349
NASA,B0036,10,1.7836324249650817,98.8496709567667
NASA,B0036,11,1.7829728738072719,98.81311834984157
NASA,B0036,12,1.7813775963259668,98.72470739032741
NASA,B0036,13,1.7785359545932946,98.56722239155746
NASA,B0036,14,1.7759043090943398,98.42137547377023
NASA,B0036,15,1.7780426649905914,98.53988407104305
NASA,B0036,16,1.7830029333591655,98.81478426304892
NASA,B0036,17,1.7883000424613877,99.10835231241145
NASA,B0036,18,1.779294712578026,98.6092730832116
NASA,B0036,19,1.7709235500451854,98.145339679493
NASA,B0036,20,1.7659050180801104,97.86721049407892
NASA,B0036,21,1.7826929241469245,98.79760342007103
NASA,B0036,22,1.7964662072920203,99.56092465589896
NASA,B0036,23,1.7909083533422898,99.25290601569769
NASA,B0036,24,1.78518002808874,98.93543978301366
NASA,B0036,25,1.7811343176546524,98.71122478243487
NASA,B0036,26,1.7755577789223567,98.40217062360172
NASA,B0036,27,1.776885870616115,98.47577403262868
NASA,B0036,28,1.7713083410378214,98.16666496068704
NASA,B0036,29,1.7713348840874137,98.1681359878346
NASA,B0036,30,1.7660842866405053,97.87714563427927
NASA,B0036,31,1.7592793663412327,97.50001404424144
NASA,B0036,32,1.7610368813762423,97.59741627828956
NASA,B0036,33,1.760242767365706,97.55340614058127
NASA,B0036,34,1.7555899416034397,97.29554454915602
NASA,B0036,35,1.7545602176655593,97.2384768086221
NASA,B0036,36,1.7499108336094897,96.98080595802456
NASA,B0036,37,1.7610225525303758,97.59662216753038
NASA,B0036,38,1.7624094574337117,97.67348502975703
NASA,B0036,39,1.7536170397120676,97.18620548351534
NASA,B0036,40,1.7462044775191679,96.77539812014894
NASA,B0036,41,1.7406176172769725,96.46577193882783
NASA,B0036,42,1.750690404425682,97.02401010568946
NASA,B0036,43,1.765112055153915,97.82326414995654
NASA,B0036,44,1.7631888267564881,97.71667801057076
NASA,B0036,45,1.9854929528970957,110.0368676492856
NASA,B0036,46,1.7653557308133239,97.83676875909887
NASA,B0036,47,1.7571880383127276,97.38411175148937
NASA,B0036,48,1.7573770661844437,97.3945877568923
NASA,B0036,49,1.7617376127979814,97.6362511130338
NASA,B0036,50,1.7606892547636663,97.57815066291501
NASA,B0036,51,1.760669562156983,97.57705929023997
NASA,B0036,52,1.752963802649152,97.15000280642663
NASA,B0036,53,1.750535708024147,97.01543676503032
NASA,B0036,54,1.7500761995337284,96.98997060818996
NASA,B0036,55,1.7465957802278385,96.79708428342741
NASA,B0036,56,1.753614286788707,97.18605291532666
NASA,B0036,57,1.750725029920349,97.02592906539587
NASA,B0036,58,1.7433053490810113,96.61472718360281
NASA,B0036,59,1.7336625052776187,96.08031666060981
NASA,B0036,60,1.7319207051538927,95.98378535365842
NASA,B0036,61,1.7428604522751463,96.5900708125625
NASA,B0036,62,1.743306971099712,96.61481707657214
NASA,B0036,63,1.738524506272696,96.34977083279682
NASA,B0036,64,1.7295622663746972,95.85307966899376
NASA,B0036,65,1.7273036765742085,95.72790765738436
NASA,B0036,66,1.7449370491071912,96.7051566961136
NASA,B0036,67,1.7642432071133693,97.77511222037887
NASA,B0036,68,1.7504882032049596,97.01280402765697
NASA,B0036,69,1.7442710815479923,96.66824848948241
NASA,B0036,70,1.7365413923373951,96.23986581131902
NASA,B0036,71,1.733223093105756,96.05596425032894
NASA,B0036,72,1.73860622908762,96.35429994611178
NASA,B0036,73,1.7432134953746192,96.6096366119548
NASA,B0036,74,1.7332698214832971,96.05855395697456
NASA,B0036,75,1.7298906291663272,95.871277675182
NASA,B0036,76,1.7204403348841348,95.3475383289108
NASA,B0036,77,1.724420729012913,95.56813347194633
NASA,B0036,78,1.7214872814061166,95.40556055241308
NASA,B0036,79,1.7197448773569262,95.30899577565445
NASA,B0036,80,1.7164304142145894,95.12530681237226
NASA,B0036,81,1.7112029253299619,94.83559714521049
NASA,B0036,82,1.7102343231599222,94.78191679916144
NASA,B0036,83,1.713096882151029,94.94056104132966
NASA,B0036,84,1.7103708617208135,94.78948382453511
NASA,B0036,85,1.7064617296121434,94.572838053097
NASA,B0036,86,1.7029429979110946,94.37782843902777
NASA,B0036,87,1.7072612643840062,94.61714861171374
NASA,B0036,88,1.7038637196766078,94.42885523260351
NASA,B0036,89,1.7079617948422274,94.65597230897397
NASA,B0036,90,1.7113022833627787,94.8411036098348
NASA,B0036,91,1.714122057472244,94.9973766955848
NASA,B0036,92,1.7053324925701605,94.51025525382187
NASA,B0036,93,1.6934609472531408,93.8523291408456
NASA,B0036,94,1.6905244127230223,93.68958514270311
NASA,B0036,95,1.7007774858498304,94.25781483548887
NASA,B0036,96,1.6971104467944576,94.05458596448632
NASA,B0036,97,1.6997924522951837,94.20322385508544
NASA,B0036,98,1.6912704773954121,93.7309323655647
NASA,B0036,99,1.6857127009469863,93.42291802051885
NASA,B0036,100,1.6832093771286156,93.28418274508842
NASA,B0036,101,1.692886364169521,93.82048550089033
NASA,B0036,102,1.6984668174144633,94.1297566036866
NASA,B0036,103,1.6935813413828429,93.85900143494588
NASA,B0036,104,1.6830951253781283,93.27785086426823
NASA,B0036,105,1.6850462226942986,93.38598151103635
NASA,B0036,106,1.6803098840017598,93.1234915973388
NASA,B0036,107,1.6944038437227715,93.90458486599654
NASA,B0036,108,1.6955686127180103,93.96913686130031
NASA,B0036,109,1.6841854728350405,93.33827838612517
NASA,B0036,110,1.6722180144870118,92.67503673199646
NASA,B0036,111,1.6675976965747183,92.418976739504
NASA,B0036,112,1.6781873787039017,93.00586144700029
NASA,B0036,114,1.6913403148932205,93.73480278952772
NASA,B0036,115,1.6802787096613283,93.12176390207443
NASA,B0036,116,1.673147301023026,92.72653818881223
NASA,B0036,117,1.6704292090032429,92.57590036791086
NASA,B0036,118,1.6659903350115992,92.32989607501338
NASA,B0036,119,1.664241575272447,92.23297906320194
NASA,B0036,120,1.6668450767774965,92.37726622882386
NASA,B0036,121,1.6594501560667536,91.96743656393502
NASA,B0036,122,1.662412523067319,92.13161220862527
NASA,B0036,123,1.6603526083225701,92.01745085347868
NASA,B0036,124,1.6610231379633236,92.05461189261854
NASA,B0036,125,1.6575187557321613,91.86039753230048
NASA,B0036,126,1.6507877959674548,91.48736486668415
NASA,B0036,127,1.6532570062110141,91.62420955322524
NASA,B0036,128,1.6494214846772686,91.4116433112958
NASA,B0036,129,1.6678591915666705,92.43346890366827
NASA,B0036,130,1.670862764324967,92.59992818905502
