dataset,battery_id,n_cycles,SOH_first,SOH_last,SOH_drop_pp,fade_rate_pp_per_cycle
MIT,b2c20,530,99.84959471237144,76.21872533385549,23.630869378515953,0.04458654599719991
MIT,b4c0,982,99.96599253910306,56.36699284441149,43.598999694691564,0.04439816669520526
MIT,b2c31,518,99.84769049502916,76.87221007399178,22.975480421037375,0.04435420930702196
MIT,b2c29,521,99.85968490275661,76.99039293162,22.86929197113662,0.043894994186442646
MIT,b2c40,529,99.78472009487665,76.57326593593602,23.211454158940626,0.04387798517758152
MIT,b2c19,488,100.0,78.7923578674156,21.207642132584397,0.04345828305857458
MIT,b2c22,539,99.851229738294,76.47919875094755,23.37203098734645,0.04336183856650547
MIT,b2c24,523,99.89409787892698,77.28023392377368,22.613863955153306,0.043238745612147814
MIT,b2c34,525,99.94599918984758,77.32612206670404,22.61987712314354,0.043085480234559125
MIT,b2c33,545,99.93178294343909,76.488404304324,23.443378639115082,0.04301537364975244
MIT,b2c18,522,99.905300895979,77.48486166643377,22.420439229545224,0.042951033006791615
MIT,b2c17,524,99.6314471505311,77.19857575172814,22.43287139880296,0.04281082328015832
MIT,b4c37,1005,99.93822846558379,57.178527685823546,42.759700779760244,0.042546965950010195
MIT,b2c32,543,99.9229835431272,76.93138345275379,22.99160009037341,0.042341804954647164
MIT,b2c28,540,99.83839326851361,77.03390480343283,22.80448846508078,0.042230534194594035
MIT,b2c36,559,100.0,76.60770506728063,23.392294932719366,0.0418466814538808
MIT,b2c6,544,99.86219577226572,77.1418666866502,22.720329085615518,0.041765310819146174
MIT,b2c23,561,99.82884957687605,76.72675419660894,23.102095380267116,0.04118020566892534
MIT,b4c32,839,99.93693084875429,65.97370403884157,33.96322680991271,0.040480604064258296
MIT,b4c18,1057,99.92600752703693,58.56390137151352,41.362106155523406,0.03913160468829083
MIT,b4c5,1067,99.96548637323754,58.468219513220035,41.497266860017504,0.038891534076867386
MIT,b2c10,595,99.85981075760012,77.2982988509956,22.561511906604522,0.03791850740605802
MIT,b4c6,777,99.94423891470011,71.11802470573807,28.826214208962043,0.03709937478630893
MIT,b4c12,898,99.96931822797652,66.76647657444818,33.20284165352834,0.03697421119546586
MIT,b4c17,930,99.95346194764537,66.54665929926303,33.40680264838234,0.03592129317030359
MIT,b4c44,1077,99.92262876152326,61.69308062429517,38.229548137228086,0.03549633067523499
MIT,b4c19,1111,99.93759350744091,61.131067718181484,38.806525789259425,0.03492936614694818
MIT,b4c24,1115,99.95024122872624,62.15089218356228,37.799349045163964,0.033900761475483376
MIT,b4c8,718,99.96692297234819,75.83239264184752,24.134530330500667,0.033613551992340764
MIT,b1c20,532,99.89714402369897,82.03005603620412,17.867087987494855,0.033584751856193334
MIT,b1c21,557,99.89156653412869,81.22500285618364,18.66656367794505,0.03351268164801625
MIT,b4c28,882,99.92460641743644,70.91843330389733,29.006173113539106,0.0328868175890466
MIT,b4c34,997,99.94296939598662,68.46041920967365,31.482550186312977,0.031577282032410205
MIT,b4c2,784,99.94570288142089,75.23974028890814,24.705962592512748,0.03151270738840912
MIT,b1c45,597,99.87989045567268,81.1826371817316,18.697253273941087,0.03131868220090634
MIT,b1c44,614,99.87987913885699,81.07035642546246,18.80952271339453,0.03063440181334614
MIT,b4c20,804,99.93020570477033,75.43856313648563,24.491642568284703,0.03046224200035411
MIT,b3c28,539,99.96081837983859,83.6384196930263,16.322398686812292,0.030282743389262137
MIT,b1c39,623,99.86884207688713,81.25114152721848,18.617700549668655,0.029883949517927215
MIT,b4c29,956,99.93596575639911,71.37651122689985,28.559454529499263,0.029873906411610106
MIT,b4c16,983,99.95222243689973,70.92014082465096,29.032081612248774,0.02953416237258268
MIT,b1c38,615,99.90158362835743,82.03934923035511,17.862234398002315,0.029044283573987504
MIT,b1c6,634,99.86776640706057,81.69395084920515,18.17381555785542,0.028665324223746718
MIT,b4c11,930,99.92943452647334,73.47852888435722,26.450905642116126,0.028441834023780782
MIT,b2c47,744,99.84059228125196,79.15326900308813,20.68732327816383,0.027805542040542783
MIT,b1c37,646,99.88443055843385,82.0921442331908,17.792286325243055,0.0275422388935651
MIT,b4c39,761,99.94745505372205,79.18619572873351,20.761259324988544,0.027281549704321346
MIT,b1c43,649,99.89243392396332,82.33151690703441,17.56091701692891,0.02705842375489817
MIT,b2c16,481,99.87429181570279,87.05404630884546,12.820245506857333,0.026653317062073457
MIT,b1c42,700,99.86350376405017,81.41236798312477,18.451135780925398,0.026358765401321996
MIT,b1c30,707,99.87978690362621,81.44401392056001,18.4357729830662,0.02607605796756181
MIT,b1c36,702,99.88090259376025,81.7629844853666,18.117918108393653,0.025809000154406913
MIT,b3c6,665,99.96539916735983,82.83557586491264,17.129823302447193,0.025759132785634877
MIT,b1c33,755,99.87748563329122,80.46145798221646,19.416027651074756,0.025716592915330804
MIT,b1c35,701,99.88747636789165,82.11556182614791,17.77191454174374,0.025352231871246418
MIT,b1c32,729,99.89576085815125,81.63490849949854,18.260852358652713,0.025049180190195766
MIT,b1c34,740,99.88667137547179,81.83546260948646,18.051208765985336,0.024393525359439644
MIT,b3c31,729,99.92986450293465,82.35459279921649,17.57527170371816,0.024108740334318462
MIT,b1c19,786,99.89068419450868,81.09527164724511,18.795412547263567,0.023912738609750087
MIT,b1c15,717,99.84759254657263,83.085803504948,16.761789041624624,0.023377669514120816
MIT,b3c21,770,99.98450406162122,82.41388892998252,17.570615131638704,0.022818980690439875
MIT,b1c7,868,99.8862397592498,80.45820046238269,19.428039296867112,0.02238253375215105
MIT,b4c23,1094,99.94386998351087,75.50613821959364,24.437731763917228,0.02233796322113092
MIT,b1c31,874,99.88174483308867,80.38725556036526,19.494489272723413,0.02230490763469498
MIT,b1c26,868,99.89662712351813,80.9210932010038,18.97553392251433,0.02186121419644508
MIT,b1c27,840,99.89572960760708,81.58888062683327,18.306848980773808,0.02179386783425453
MIT,b1c16,860,99.88743374814577,81.39118084437254,18.496252903773225,0.02150727081834096
MIT,b3c11,815,99.94541717634343,82.45287891877163,17.492538257571795,0.02146323712585496
MIT,b4c35,1131,99.91656245665159,75.772836926726,24.14372552992559,0.02134723742698991
MIT,b3c13,814,99.90986567237931,82.53443608568546,17.375429586693855,0.021345736592989994
MIT,b3c20,811,99.9341497834393,82.62633426913578,17.307815514303513,0.021341326158204086
MIT,b1c28,858,99.87788504346169,81.606029922937,18.27185512052469,0.021295868438839967
MIT,b1c25,852,99.89843241979186,81.77806536057746,18.120367059214402,0.021268036454477
MIT,b3c40,794,99.94602298566011,83.09377451892432,16.852248466735787,0.02122449429059923
MIT,b1c11,786,99.88116004778621,83.46128422217176,16.419875825614454,0.020890427259051467
MIT,b3c14,856,99.85526786615237,81.97793384173893,17.877334024413443,0.020884736009828788
MIT,b3c8,826,99.917231143387,82.66947486444958,17.247756278937416,0.020881060870384282
MIT,b2c7,661,100.0,86.26758572517306,13.732414274826937,0.020775210703217757
MIT,b3c41,784,99.91328981687478,83.75453095659108,16.158758860283697,0.02061066181158635
MIT,b1c17,855,99.88520280883691,82.2938586344473,17.591344174389604,0.02057467154899369
MIT,b3c29,856,99.9113476340162,82.45673208003261,17.454615553983587,0.02039090602100886
MIT,b1c14,878,99.89344362067833,82.08729806731316,17.80614555336517,0.02028034801066648
MIT,b1c29,915,99.88858636735758,81.46462566268671,18.42396070467086,0.020135476179968154
MIT,b3c15,874,99.94594930853377,82.37449608113778,17.571453227395992,0.020104637559949647
MIT,b3c27,848,99.91390055636748,82.91712697708132,16.996773579286156,0.02004336506991292
MIT,b3c5,826,99.94307302080367,83.70986156069652,16.233211460107142,0.019652798377853685
MIT,b1c40,964,99.87997470414797,81.19174755558407,18.688227148563897,0.019386127747472923
MIT,b3c12,930,99.9338342590986,81.94503089424691,17.98880336485169,0.01934279931704483
MIT,b3c24,823,99.90917896003748,84.05202782250181,15.857151137535666,0.019267498344514782
MIT,b3c30,933,99.91650402512117,82.29446396724707,17.622040057874102,0.018887502741558523
MIT,b3c44,938,99.94279346703823,82.2607876077364,17.682005859301825,0.01885075251524715
MIT,b4c40,1122,99.93321107104616,79.1640055723207,20.769205498725455,0.01851087834111003
MIT,b1c23,1012,99.88351325216064,81.50134824595686,18.382165006203778,0.018164194670161834
MIT,b3c36,921,99.95029557075789,83.22844775685489,16.721847813902997,0.018156186551469052
MIT,b1c24,1015,99.90898308753468,81.86463891138975,18.044344176144932,0.017777678991275796
MIT,b1c9,1052,99.93433521044568,81.29001967175356,18.644315538692126,0.0177227334017986
MIT,b4c38,1230,99.9342382231941,78.34959296966066,21.584645253533438,0.017548492076043445
MIT,b1c41,1049,99.8775599863036,81.558324333386,18.319235652917598,0.017463523024706957
MIT,b3c26,1026,99.94800369913078,82.06741189414683,17.88059180498395,0.01742747739277188
MIT,b3c0,1007,99.9223240916351,82.41555225576997,17.506771835865138,0.01738507630175287
MIT,b3c4,1046,99.94708512966332,82.01102787648188,17.936057253181446,0.017147282268815914
MIT,b3c25,987,99.92016783775182,83.02151080342529,16.898657034326533,0.01712123306416062
MIT,b3c9,1037,99.9200439786146,82.22739649441709,17.692647484197508,0.01706137655178159
MIT,b3c43,1044,99.94149298144576,82.23738029758174,17.704112683864025,0.016957962340865926
MIT,b1c5,1072,99.9510984550177,81.78458409677175,18.166514358245948,0.016946375334184652
MIT,b1c12,900,99.89961514813719,84.6540078661377,15.245607281999483,0.016939563646666093
MIT,b3c22,1000,99.9374695579214,83.34938744955652,16.588082108364887,0.016588082108364887
MIT,b3c1,1061,99.8946241726802,82.5630064910009,17.33161768167929,0.01633517217877407
MIT,b1c13,895,99.88279057410881,85.39201284965337,14.490777724455441,0.016190813099950213
MIT,b3c10,1076,99.93375865335238,82.88553066114096,17.048227992211423,0.015844078059676043
MIT,b3c35,1091,99.96143977959574,82.73407943254998,17.22736034704576,0.01579043111553232
MIT,b3c19,1153,99.93110609307408,82.04562603865256,17.88548005442152,0.015512124938787095
MIT,b3c3,1113,99.96800314212531,82.82164319383945,17.146359948285863,0.015405534544731233
MIT,b3c18,1144,99.9480057305995,82.3559879926553,17.592017737944204,0.01537763788281836
MIT,b3c34,1156,99.9491090793451,82.87281271435035,17.07629636499476,0.014771882668680588
MIT,b2c8,980,99.91675582903875,85.65839987416037,14.258355954878382,0.01454934281110039
MIT,b2c9,1059,99.91158776463753,85.2815464878409,14.630041276796632,0.013814958712744695
MIT,b3c39,1154,99.94271014232771,84.01039022751823,15.932319914809483,0.013806169770198858
MIT,b3c2,1265,99.97437540400676,82.94596339103784,17.02841201296893,0.013461195267169114
MIT,b3c17,1313,99.93477939411181,82.50346859299849,17.431310801113327,0.01327594120419903
MIT,b3c33,1282,99.9513946052914,83.03241006965013,16.918984535641272,0.01319733583123344
MIT,b1c8,877,99.8795461478455,88.796301768926,11.083244378919503,0.012637678881322124
MIT,b1c22,889,99.87917005364379,89.14217956235072,10.73699049129307,0.012077604602129439
MIT,b1c10,904,99.91382667453753,89.29715404090547,10.616672633632064,0.01174410689561069
MIT,b3c37,1388,99.87869504845612,84.02869003822093,15.850005010235193,0.011419311967028237
MIT,b3c42,1640,99.92827476553023,82.4564309942927,17.47184377123753,0.010653563275144835
MIT,b3c16,1636,99.94614634572766,82.90926634216316,17.03688000356449,0.010413740833474627
MIT,b3c45,1799,99.94712714333414,82.27836409624653,17.66876304708761,0.009821435823839694
MIT,b3c7,1834,99.93037312069208,82.41055220724135,17.51982091345073,0.009552792210169428
MIT,b3c38,1933,99.93408060040349,82.1778914233996,17.75618917700389,0.009185819543199115
MIT,b1c3,1224,99.86076946006685,89.7979843849814,10.062785075085444,0.008221229636507715
MIT,b3c23,2188,99.96033109611714,87.8520821486651,12.10824894745204,0.0055339346194936195
MIT,b1c4,1225,99.94479210804249,94.71250747442753,5.232284633614967,0.004271252762134667
MIT,b3c32,2236,99.94662487105825,90.74916112151136,9.197463749546884,0.0041133558808349215
MIT,b1c1,1177,99.87821057977784,96.43438994386466,3.443820635913184,0.002925930871633971
MIT,b1c2,1175,99.87116617408759,96.48235843122183,3.3888077428657652,0.0028840916960559703
