pool,battery_id,channel,frac_cycles_fully_saturated,frac_values_clipped,n_cycles
expanded_204,B0054,V_t,0.0,0.1493069306930693,101
expanded_204,B0054,I_t,0.0,0.8918316831683168,101
expanded_204,B0054,T_t,1.0,1.0,101
expanded_204,B0054,dQdV,0.0,0.8096534653465347,101
expanded_204,B0054,dVdQ,0.0,0.11470297029702971,101
expanded_204,B0054,dIdV,0.0,0.0,101
expanded_204,B0055,V_t,0.0,0.268960396039604,101
expanded_204,B0055,I_t,0.0,0.15366336633663366,101
expanded_204,B0055,T_t,1.0,1.0,101
expanded_204,B0055,dQdV,0.0,0.8177227722772277,101
expanded_204,B0055,dVdQ,0.0,0.1200990099009901,101
expanded_204,B0055,dIdV,0.0,0.0004950495049504951,101
expanded_204,B0056,V_t,0.0,0.21435643564356435,101
expanded_204,B0056,I_t,0.0,0.8549504950495049,101
expanded_204,B0056,T_t,1.0,1.0,101
expanded_204,B0056,dQdV,0.0,0.7683168316831683,101
expanded_204,B0056,dVdQ,0.0,0.19633663366336634,101
expanded_204,B0056,dIdV,0.0,0.0017821782178217822,101
expanded_204,b1c1,V_t,0.0,0.030649957519116398,1177
expanded_204,b1c1,I_t,0.0,0.04858538657604078,1177
expanded_204,b1c1,T_t,0.0,0.007026338147833475,1177
expanded_204,b1c1,dQdV,0.0,0.0037765505522514868,1177
expanded_204,b1c1,dVdQ,0.0,0.015739167374681392,1177
expanded_204,b1c1,dIdV,0.0,0.01666949872557349,1177
expanded_204,b1c2,V_t,0.0,0.028582978723404255,1175
expanded_204,b1c2,I_t,0.0,0.03645106382978723,1175
expanded_204,b1c2,T_t,0.0,0.0056,1175
expanded_204,b1c2,dQdV,0.0,0.0043063829787234045,1175
expanded_204,b1c2,dVdQ,0.0,0.014463829787234043,1175
expanded_204,b1c2,dIdV,0.0,0.016825531914893617,1175
expanded_204,b1c3,V_t,0.0,0.029722222222222223,1224
expanded_204,b1c3,I_t,0.0,0.039693627450980394,1224
expanded_204,b1c3,T_t,0.02369281045751634,0.04406454248366013,1224
expanded_204,b1c3,dQdV,0.0,0.005486111111111111,1224
expanded_204,b1c3,dVdQ,0.0,0.014473039215686274,1224
expanded_204,b1c3,dIdV,0.0,0.01775735294117647,1224
expanded_204,b1c4,V_t,0.0,0.026763265306122448,1225
expanded_204,b1c4,I_t,0.0,0.03750204081632653,1225
expanded_204,b1c4,T_t,0.0,0.01453061224489796,1225
expanded_204,b1c4,dQdV,0.0,0.004922448979591837,1225
expanded_204,b1c4,dVdQ,0.0,0.01746938775510204,1225
expanded_204,b1c4,dIdV,0.0,0.01837551020408163,1225
expanded_204,b1c5,V_t,0.0,0.031091417910447762,1072
expanded_204,b1c5,I_t,0.0,0.034771455223880594,1072
expanded_204,b1c5,T_t,0.0,0.008208955223880597,1072
expanded_204,b1c5,dQdV,0.0,0.007761194029850746,1072
expanded_204,b1c5,dVdQ,0.0,0.016473880597014927,1072
expanded_204,b1c5,dIdV,0.0,0.01770055970149254,1072
expanded_204,b1c6,V_t,0.0,0.02194794952681388,634
expanded_204,b1c6,I_t,0.0,0.004834384858044164,634
expanded_204,b1c6,T_t,0.0,0.001695583596214511,634
expanded_204,b1c6,dQdV,0.0,0.00830441640378549,634
expanded_204,b1c6,dVdQ,0.0,0.016443217665615142,634
expanded_204,b1c6,dIdV,0.0,0.01852523659305994,634
expanded_204,b1c7,V_t,0.0,0.02430299539170507,868
expanded_204,b1c7,I_t,0.0,0.0016474654377880184,868
expanded_204,b1c7,T_t,0.0,0.001336405529953917,868
expanded_204,b1c7,dQdV,0.0,0.011226958525345622,868
expanded_204,b1c7,dVdQ,0.0,0.015144009216589862,868
expanded_204,b1c7,dIdV,0.0,0.018870967741935484,868
expanded_204,b1c8,V_t,0.0,0.025781071835803877,877
expanded_204,b1c8,I_t,0.0,0.0016020524515393385,877
expanded_204,b1c8,T_t,0.0,0.0004903078677309007,877
expanded_204,b1c8,dQdV,0.0,0.0092018244013683,877
expanded_204,b1c8,dVdQ,0.0,0.017559863169897376,877
expanded_204,b1c8,dIdV,0.0,0.01813568985176739,877
expanded_204,b1c9,V_t,0.0,0.022381178707224336,1052
expanded_204,b1c9,I_t,0.0,0.0021482889733840304,1052
expanded_204,b1c9,T_t,0.0,0.005465779467680608,1052
expanded_204,b1c9,dQdV,0.0,0.009263307984790874,1052
expanded_204,b1c9,dVdQ,0.0,0.017547528517110268,1052
expanded_204,b1c9,dIdV,0.0,0.017509505703422055,1052
expanded_204,b1c10,V_t,0.0,0.026073008849557523,904
expanded_204,b1c10,I_t,0.0,0.0027876106194690267,904
expanded_204,b1c10,T_t,0.0,0.0006526548672566372,904
expanded_204,b1c10,dQdV,0.0,0.008816371681415929,904
expanded_204,b1c10,dVdQ,0.0,0.018368362831858408,904
expanded_204,b1c10,dIdV,0.0,0.018418141592920354,904
expanded_204,b1c11,V_t,0.0,0.0316793893129771,786
expanded_204,b1c11,I_t,0.0,0.003199745547073791,786
expanded_204,b1c11,T_t,0.0,0.0011513994910941476,786
expanded_204,b1c11,dQdV,0.0,0.009510178117048346,786
expanded_204,b1c11,dVdQ,0.0,0.01482824427480916,786
expanded_204,b1c11,dIdV,0.0,0.0191793893129771,786
expanded_204,b1c12,V_t,0.0,0.024405555555555555,900
expanded_204,b1c12,I_t,0.0,0.0018388888888888888,900
expanded_204,b1c12,T_t,0.0,0.002788888888888889,900
expanded_204,b1c12,dQdV,0.0,0.008438888888888888,900
expanded_204,b1c12,dVdQ,0.0,0.016538888888888888,900
expanded_204,b1c12,dIdV,0.0,0.017933333333333332,900
expanded_204,b1c13,V_t,0.0,0.024100558659217876,895
expanded_204,b1c13,I_t,0.0,0.0014972067039106145,895
expanded_204,b1c13,T_t,0.0,0.0007150837988826816,895
expanded_204,b1c13,dQdV,0.0,0.009374301675977654,895
expanded_204,b1c13,dVdQ,0.0,0.016960893854748603,895
expanded_204,b1c13,dIdV,0.0,0.016804469273743017,895
expanded_204,b1c14,V_t,0.0,0.02576879271070615,878
expanded_204,b1c14,I_t,0.0,0.0024544419134396355,878
expanded_204,b1c14,T_t,0.0,0.0006719817767653759,878
expanded_204,b1c14,dQdV,0.0,0.009470387243735763,878
expanded_204,b1c14,dVdQ,0.0,0.017955580865603643,878
expanded_204,b1c14,dIdV,0.0,0.01900341685649203,878
expanded_204,b1c15,V_t,0.0,0.023786610878661088,717
expanded_204,b1c15,I_t,0.0,0.004121338912133891,717
expanded_204,b1c15,T_t,0.0,0.001499302649930265,717
expanded_204,b1c15,dQdV,0.0,0.00797768479776848,717
expanded_204,b1c15,dVdQ,0.0,0.017043235704323572,717
expanded_204,b1c15,dIdV,0.0,0.020334728033472804,717
expanded_204,b1c16,V_t,0.0,0.03470930232558139,860
expanded_204,b1c16,I_t,0.0,0.0026569767441860467,860
expanded_204,b1c16,T_t,0.0,0.0009767441860465116,860
expanded_204,b1c16,dQdV,0.0,0.009511627906976744,860
expanded_204,b1c16,dVdQ,0.0,0.015802325581395348,860
expanded_204,b1c16,dIdV,0.0,0.01741860465116279,860
expanded_204,b1c17,V_t,0.0,0.02984795321637427,855
expanded_204,b1c17,I_t,0.0,0.004257309941520467,855
expanded_204,b1c17,T_t,0.0,0.000695906432748538,855
expanded_204,b1c17,dQdV,0.0,0.00972514619883041,855
expanded_204,b1c17,dVdQ,0.0,0.01771345029239766,855
expanded_204,b1c17,dIdV,0.0,0.01809941520467836,855
expanded_204,b1c19,V_t,0.0,0.03090966921119593,786
expanded_204,b1c19,I_t,0.0,0.003199745547073791,786
expanded_204,b1c19,T_t,0.0,0.00205470737913486,786
expanded_204,b1c19,dQdV,0.0,0.012010178117048347,786
expanded_204,b1c19,dVdQ,0.0,0.017010178117048348,786
expanded_204,b1c19,dIdV,0.0,0.020483460559796437,786
expanded_204,b1c20,V_t,0.0,0.02400375939849624,532
expanded_204,b1c20,I_t,0.0,0.0017199248120300752,532
expanded_204,b1c20,T_t,0.0,0.0,532
expanded_204,b1c20,dQdV,0.0,0.011419172932330827,532
expanded_204,b1c20,dVdQ,0.0,0.01481203007518797,532
expanded_204,b1c20,dIdV,0.0,0.018364661654135337,532
expanded_204,b1c21,V_t,0.0,0.026382405745062835,557
expanded_204,b1c21,I_t,0.0,0.0039048473967684023,557
expanded_204,b1c21,T_t,0.0,0.004066427289048474,557
expanded_204,b1c21,dQdV,0.0,0.011714542190305207,557
expanded_204,b1c21,dVdQ,0.0,0.01421903052064632,557
expanded_204,b1c21,dIdV,0.0,0.018303411131059245,557
expanded_204,b1c22,V_t,0.0,0.021951631046119236,889
expanded_204,b1c22,I_t,0.0,0.004718785151856018,889
expanded_204,b1c22,T_t,0.0,0.001389201349831271,889
expanded_204,b1c22,dQdV,0.0,0.009960629921259843,889
expanded_204,b1c22,dVdQ,0.0,0.01636107986501687,889
expanded_204,b1c22,dIdV,0.0,0.017930258717660293,889
expanded_204,b1c23,V_t,0.0,0.023977272727272726,1012
expanded_204,b1c23,I_t,0.0,0.007574110671936759,1012
expanded_204,b1c23,T_t,0.0,0.0023320158102766797,1012
expanded_204,b1c23,dQdV,0.0,0.009476284584980238,1012
expanded_204,b1c23,dVdQ,0.0,0.01674407114624506,1012
expanded_204,b1c23,dIdV,0.0,0.01735177865612648,1012
expanded_204,b1c24,V_t,0.0,0.018576354679802957,1015
expanded_204,b1c24,I_t,0.0,0.0037783251231527093,1015
expanded_204,b1c24,T_t,0.0,0.0027783251231527093,1015
expanded_204,b1c24,dQdV,0.0,0.010083743842364531,1015
expanded_204,b1c24,dVdQ,0.0,0.017704433497536944,1015
expanded_204,b1c24,dIdV,0.0,0.018088669950738916,1015
expanded_204,b1c25,V_t,0.0,0.018538732394366198,852
expanded_204,b1c25,I_t,0.0,0.004583333333333333,852
expanded_204,b1c25,T_t,0.0,0.015123239436619718,852
expanded_204,b1c25,dQdV,0.0,0.010821596244131456,852
expanded_204,b1c25,dVdQ,0.0,0.01755868544600939,852
expanded_204,b1c25,dIdV,0.0,0.019647887323943663,852
expanded_204,b1c26,V_t,0.0,0.026526497695852535,868
expanded_204,b1c26,I_t,0.0,0.0024423963133640555,868
expanded_204,b1c26,T_t,0.0,0.00042050691244239634,868
expanded_204,b1c26,dQdV,0.0,0.011837557603686636,868
expanded_204,b1c26,dVdQ,0.0,0.016163594470046082,868
expanded_204,b1c26,dIdV,0.0,0.019043778801843318,868
expanded_204,b1c27,V_t,0.0,0.03258333333333333,840
expanded_204,b1c27,I_t,0.0,0.002994047619047619,840
expanded_204,b1c27,T_t,0.0,0.011827380952380952,840
expanded_204,b1c27,dQdV,0.0,0.010904761904761905,840
expanded_204,b1c27,dVdQ,0.0,0.016797619047619047,840
expanded_204,b1c27,dIdV,0.0,0.018696428571428572,840
expanded_204,b1c28,V_t,0.0,0.01789044289044289,858
expanded_204,b1c28,I_t,0.0,0.005157342657342657,858
expanded_204,b1c28,T_t,0.0,0.0070163170163170165,858
expanded_204,b1c28,dQdV,0.0,0.011952214452214453,858
expanded_204,b1c28,dVdQ,0.0,0.01706876456876457,858
expanded_204,b1c28,dIdV,0.0,0.02132867132867133,858
expanded_204,b1c29,V_t,0.0,0.02456830601092896,915
expanded_204,b1c29,I_t,0.0,0.006748633879781421,915
expanded_204,b1c29,T_t,0.0,0.00032240437158469946,915
expanded_204,b1c29,dQdV,0.0,0.01187431693989071,915
expanded_204,b1c29,dVdQ,0.0,0.015846994535519125,915
expanded_204,b1c29,dIdV,0.0,0.019901639344262295,915
expanded_204,b1c30,V_t,0.0,0.02504950495049505,707
expanded_204,b1c30,I_t,0.0,0.0010396039603960397,707
expanded_204,b1c30,T_t,0.0,0.0009688826025459689,707
expanded_204,b1c30,dQdV,0.0,0.011393210749646393,707
expanded_204,b1c30,dVdQ,0.0,0.014823196605374823,707
expanded_204,b1c30,dIdV,0.0,0.019801980198019802,707
expanded_204,b1c31,V_t,0.0,0.031401601830663615,874
expanded_204,b1c31,I_t,0.0,0.002254004576659039,874
expanded_204,b1c31,T_t,0.0011441647597254005,0.0019508009153318077,874
expanded_204,b1c31,dQdV,0.0,0.011435926773455377,874
expanded_204,b1c31,dVdQ,0.0,0.017242562929061785,874
expanded_204,b1c31,dIdV,0.0,0.01847826086956522,874
expanded_204,b1c32,V_t,0.0,0.021810699588477367,729
expanded_204,b1c32,I_t,0.0,0.004122085048010974,729
expanded_204,b1c32,T_t,0.0,0.00026748971193415636,729
expanded_204,b1c32,dQdV,0.0,0.012352537722908093,729
expanded_204,b1c32,dVdQ,0.0,0.01596707818930041,729
expanded_204,b1c32,dIdV,0.0,0.023443072702331962,729
expanded_204,b1c33,V_t,0.0,0.025688741721854303,755
expanded_204,b1c33,I_t,0.0,0.005245033112582781,755
expanded_204,b1c33,T_t,0.0,0.016821192052980133,755
expanded_204,b1c33,dQdV,0.0,0.013099337748344372,755
expanded_204,b1c33,dVdQ,0.0,0.016456953642384108,755
expanded_204,b1c33,dIdV,0.0,0.022794701986754966,755
expanded_204,b1c34,V_t,0.0,0.028344594594594593,740
expanded_204,b1c34,I_t,0.0,0.0012905405405405405,740
expanded_204,b1c34,T_t,0.0,0.0005,740
expanded_204,b1c34,dQdV,0.0,0.011243243243243243,740
expanded_204,b1c34,dVdQ,0.0,0.01612837837837838,740
expanded_204,b1c34,dIdV,0.0,0.018013513513513515,740
expanded_204,b1c35,V_t,0.0,0.02715406562054208,701
expanded_204,b1c35,I_t,0.0,0.0015192582025677604,701
expanded_204,b1c35,T_t,0.0,0.0007988587731811698,701
expanded_204,b1c35,dQdV,0.0,0.011761768901569186,701
expanded_204,b1c35,dVdQ,0.0,0.015756062767475036,701
expanded_204,b1c35,dIdV,0.0,0.01718259629101284,701
expanded_204,b1c36,V_t,0.0,0.0343019943019943,702
expanded_204,b1c36,I_t,0.0,0.0022293447293447294,702
expanded_204,b1c36,T_t,0.0,0.0008831908831908832,702
expanded_204,b1c36,dQdV,0.0,0.013247863247863248,702
expanded_204,b1c36,dVdQ,0.0,0.015548433048433048,702
expanded_204,b1c36,dIdV,0.0,0.018582621082621084,702
expanded_204,b1c37,V_t,0.0,0.026238390092879257,646
expanded_204,b1c37,I_t,0.0,0.0009597523219814242,646
expanded_204,b1c37,T_t,0.0,0.0006037151702786378,646
expanded_204,b1c37,dQdV,0.0,0.012476780185758514,646
expanded_204,b1c37,dVdQ,0.0,0.015913312693498452,646
expanded_204,b1c37,dIdV,0.0,0.019295665634674924,646
expanded_204,b1c38,V_t,0.0,0.014983739837398374,615
expanded_204,b1c38,I_t,0.0,0.03402439024390244,615
expanded_204,b1c38,T_t,0.0,0.00867479674796748,615
expanded_204,b1c38,dQdV,0.0,0.016113821138211384,615
expanded_204,b1c38,dVdQ,0.0,0.015666666666666666,615
expanded_204,b1c38,dIdV,0.0,0.02035772357723577,615
expanded_204,b1c39,V_t,0.0,0.016396468699839486,623
expanded_204,b1c39,I_t,0.0,0.0465008025682183,623
expanded_204,b1c39,T_t,0.0,0.011211878009630818,623
expanded_204,b1c39,dQdV,0.0,0.015802568218298556,623
expanded_204,b1c39,dVdQ,0.0,0.01619582664526485,623
expanded_204,b1c39,dIdV,0.0,0.02040128410914928,623
expanded_204,b1c40,V_t,0.0,0.013407676348547717,964
expanded_204,b1c40,I_t,0.0,0.030689834024896265,964
expanded_204,b1c40,T_t,0.0,0.005892116182572614,964
expanded_204,b1c40,dQdV,0.0,0.014071576763485477,964
expanded_204,b1c40,dVdQ,0.0,0.01682572614107884,964
expanded_204,b1c40,dIdV,0.0,0.019937759336099585,964
expanded_204,b1c41,V_t,0.0,0.014089609151572927,1049
expanded_204,b1c41,I_t,0.0,0.034547187797902765,1049
expanded_204,b1c41,T_t,0.0,0.003527168732125834,1049
expanded_204,b1c41,dQdV,0.0,0.013207816968541468,1049
expanded_204,b1c41,dVdQ,0.0,0.016920877025738797,1049
expanded_204,b1c41,dIdV,0.0,0.019237368922783604,1049
expanded_204,b1c42,V_t,0.0,0.014735714285714286,700
expanded_204,b1c42,I_t,0.0,0.03586428571428572,700
expanded_204,b1c42,T_t,0.0,0.01562142857142857,700
expanded_204,b1c42,dQdV,0.0,0.015078571428571429,700
expanded_204,b1c42,dVdQ,0.0,0.016085714285714287,700
expanded_204,b1c42,dIdV,0.0,0.020164285714285714,700
expanded_204,b1c43,V_t,0.0,0.014129429892141757,649
expanded_204,b1c43,I_t,0.0,0.03577812018489985,649
expanded_204,b1c43,T_t,0.0,0.0031047765793528505,649
expanded_204,b1c43,dQdV,0.0,0.015038520801232665,649
expanded_204,b1c43,dVdQ,0.0,0.01707241910631741,649
expanded_204,b1c43,dIdV,0.0,0.020053929121725732,649
expanded_204,b1c44,V_t,0.0,0.013982084690553747,614
expanded_204,b1c44,I_t,0.0,0.03447882736156352,614
expanded_204,b1c44,T_t,0.0,0.0008387622149837134,614
expanded_204,b1c44,dQdV,0.0,0.016140065146579806,614
expanded_204,b1c44,dVdQ,0.0,0.015635179153094463,614
expanded_204,b1c44,dIdV,0.0,0.01986970684039088,614
expanded_204,b1c45,V_t,0.0,0.01592964824120603,597
expanded_204,b1c45,I_t,0.0,0.04512562814070352,597
expanded_204,b1c45,T_t,0.0,0.0066834170854271355,597
expanded_204,b1c45,dQdV,0.0,0.01669179229480737,597
expanded_204,b1c45,dVdQ,0.0,0.01438860971524288,597
expanded_204,b1c45,dIdV,0.0,0.020896147403685093,597
expanded_204,b2c0,V_t,0.0,0.020307692307692308,325
expanded_204,b2c0,I_t,0.0,0.0017692307692307693,325
expanded_204,b2c0,T_t,0.0,0.0424,325
expanded_204,b2c0,dQdV,0.0,0.011938461538461538,325
expanded_204,b2c0,dVdQ,0.0,0.021923076923076924,325
expanded_204,b2c0,dIdV,0.0,0.016646153846153845,325
expanded_204,b2c1,V_t,0.0,0.02136094674556213,169
expanded_204,b2c1,I_t,0.0,0.006390532544378698,169
expanded_204,b2c1,T_t,0.0,0.0005325443786982248,169
expanded_204,b2c1,dQdV,0.0,0.00470414201183432,169
expanded_204,b2c1,dVdQ,0.0,0.01955621301775148,169
expanded_204,b2c1,dIdV,0.0,0.018520710059171597,169
expanded_204,b2c2,V_t,0.0,0.02408207343412527,463
expanded_204,b2c2,I_t,0.0,0.0013174946004319654,463
expanded_204,b2c2,T_t,0.0,0.004967602591792656,463
expanded_204,b2c2,dQdV,0.0,0.010399568034557235,463
expanded_204,b2c2,dVdQ,0.0,0.022138228941684664,463
expanded_204,b2c2,dIdV,0.0,0.016652267818574516,463
expanded_204,b2c3,V_t,0.0,0.02652777777777778,360
expanded_204,b2c3,I_t,0.0,0.003013888888888889,360
expanded_204,b2c3,T_t,0.0,0.0031944444444444446,360
expanded_204,b2c3,dQdV,0.0,0.012458333333333333,360
expanded_204,b2c3,dVdQ,0.0,0.02048611111111111,360
expanded_204,b2c3,dIdV,0.0,0.015097222222222222,360
expanded_204,b2c4,V_t,0.0,0.02868085106382979,470
expanded_204,b2c4,I_t,0.0,0.002680851063829787,470
expanded_204,b2c4,T_t,0.0,7.446808510638298e-05,470
expanded_204,b2c4,dQdV,0.0,0.012,470
expanded_204,b2c4,dVdQ,0.0,0.019170212765957446,470
expanded_204,b2c4,dIdV,0.0,0.018287234042553193,470
expanded_204,b2c5,V_t,0.0,0.033023715415019764,506
expanded_204,b2c5,I_t,0.0,0.002875494071146245,506
expanded_204,b2c5,T_t,0.0,0.0,506
expanded_204,b2c5,dQdV,0.0,0.01075098814229249,506
expanded_204,b2c5,dVdQ,0.0,0.021867588932806326,506
expanded_204,b2c5,dIdV,0.0,0.016719367588932808,506
expanded_204,b2c6,V_t,0.0,0.027205882352941177,544
expanded_204,b2c6,I_t,0.0,0.002527573529411765,544
expanded_204,b2c6,T_t,0.0,0.0,544
expanded_204,b2c6,dQdV,0.0,0.01052389705882353,544
expanded_204,b2c6,dVdQ,0.0,0.02083639705882353,544
expanded_204,b2c6,dIdV,0.0,0.018345588235294117,544
expanded_204,b2c7,V_t,0.0,0.03544629349470499,661
expanded_204,b2c7,I_t,0.0,0.03492435703479577,661
expanded_204,b2c7,T_t,0.0,0.0016338880484114977,661
expanded_204,b2c7,dQdV,0.0,0.004281391830559758,661
expanded_204,b2c7,dVdQ,0.0,0.016611195158850227,661
expanded_204,b2c7,dIdV,0.0,0.0163464447806354,661
expanded_204,b2c8,V_t,0.0,0.03480102040816326,980
expanded_204,b2c8,I_t,0.0,0.04375510204081633,980
expanded_204,b2c8,T_t,0.0,0.00020408163265306123,980
expanded_204,b2c8,dQdV,0.0,0.003923469387755102,980
expanded_204,b2c8,dVdQ,0.0,0.015668367346938775,980
expanded_204,b2c8,dIdV,0.0,0.01621938775510204,980
expanded_204,b2c9,V_t,0.0,0.031350330500472146,1059
expanded_204,b2c9,I_t,0.0,0.035089707271010386,1059
expanded_204,b2c9,T_t,0.0,0.03591123701605288,1059
expanded_204,b2c9,dQdV,0.0,0.003895184135977337,1059
expanded_204,b2c9,dVdQ,0.0,0.014886685552407932,1059
