pool,battery_id,channel,frac_cycles_fully_saturated,frac_values_clipped,n_cycles
original_32,b3c35,dIdV,0.0,0.024830430797433547,1091
original_32,b3c33,V_t,0.0,0.0014196567862714508,1282
original_32,b3c33,I_t,0.0,0.010066302652106084,1282
original_32,b3c33,T_t,0.0,0.0,1282
original_32,b3c33,dQdV,0.0,0.008166926677067083,1282
original_32,b3c33,dVdQ,0.0,0.01968408736349454,1282
original_32,b3c33,dIdV,0.0,0.02782371294851794,1282
original_32,b3c38,V_t,0.0,0.000843248836006208,1933
original_32,b3c38,I_t,0.0,0.0050232798758406624,1933
original_32,b3c38,T_t,0.0,0.00020434557682359029,1933
original_32,b3c38,dQdV,0.0,0.008913605794102431,1933
original_32,b3c38,dVdQ,0.0,0.022635799275737195,1933
original_32,b3c38,dIdV,0.0,0.023365235385411277,1933
original_32,b4c9,V_t,0.0,0.0008695652173913044,529
original_32,b4c9,I_t,0.0,0.0021361058601134216,529
original_32,b4c9,T_t,0.0,0.0,529
original_32,b4c9,dQdV,0.0,0.002551984877126654,529
original_32,b4c9,dVdQ,0.0,0.024688090737240074,529
original_32,b4c9,dIdV,0.0,0.008516068052930056,529
original_32,b4c36,V_t,0.0,0.0005539971949509116,713
original_32,b4c36,I_t,0.0,0.0033309957924263674,713
original_32,b4c36,T_t,0.0,0.0,713
original_32,b4c36,dQdV,0.0,0.015217391304347827,713
original_32,b4c36,dVdQ,0.0,0.022419354838709677,713
original_32,b4c36,dIdV,0.0,0.024186535764375877,713
original_32,b4c39,V_t,0.0,0.0008081471747700394,761
original_32,b4c39,I_t,0.0,0.0038370565045992115,761
original_32,b4c39,T_t,0.0,0.021169513797634692,761
original_32,b4c39,dQdV,0.0,0.01240473061760841,761
original_32,b4c39,dVdQ,0.0,0.022956636005256242,761
original_32,b4c39,dIdV,0.0,0.019967148488830487,761
original_32,b4c21,V_t,0.0,0.0010243632336655593,903
original_32,b4c21,I_t,0.0,0.0035271317829457366,903
original_32,b4c21,T_t,0.0,0.0,903
original_32,b4c21,dQdV,0.0,0.003133997785160576,903
original_32,b4c21,dVdQ,0.0,0.022790697674418603,903
original_32,b4c21,dIdV,0.0,0.014324473975636767,903
original_32,b4c0,V_t,0.0,0.0012983706720977597,982
original_32,b4c0,I_t,0.0,0.0017922606924643584,982
original_32,b4c0,T_t,0.0,0.0,982
original_32,b4c0,dQdV,0.0,0.004562118126272913,982
original_32,b4c0,dVdQ,0.0,0.021334012219959265,982
original_32,b4c0,dIdV,0.0,0.020035641547861506,982
original_32,b4c5,V_t,0.0,0.0013917525773195875,1067
original_32,b4c5,I_t,0.0,0.0011574507966260544,1067
original_32,b4c5,T_t,0.0,0.0015932521087160263,1067
original_32,b4c5,dQdV,0.0,0.003055295220243674,1067
original_32,b4c5,dVdQ,0.0,0.02026710402999063,1067
original_32,b4c5,dIdV,0.0,0.029123711340206186,1067
original_32,b4c38,V_t,0.0,0.001467479674796748,1230
original_32,b4c38,I_t,0.0,0.004390243902439025,1230
original_32,b4c38,T_t,0.0,0.0,1230
original_32,b4c38,dQdV,0.0,0.009808943089430894,1230
original_32,b4c38,dVdQ,0.0,0.02316260162601626,1230
original_32,b4c38,dIdV,0.0,0.019670731707317073,1230
